Datum;Uhrzeit;ug/m
21.03.19;04:00;
21.03.19;05:00;14,846
21.03.19;06:00;27,604
21.03.19;07:00;40,066
21.03.19;08:00;57,051
21.03.19;09:00;60,004
21.03.19;10:00;50,501
21.03.19;11:00;49,498
21.03.19;12:00;38,077
21.03.19;13:00;42,364
21.03.19;14:00;44,541
21.03.19;15:00;44,992
21.03.19;16:00;51,286
21.03.19;17:00;53,413
21.03.19;18:00;47,997
21.03.19;19:00;34,905
21.03.19;20:00;41,725
21.03.19;21:00;30,57
21.03.19;22:00;28,847
21.03.19;23:00;31,76
22.03.19;00:00;25,475
22.03.19;01:00;18,434
22.03.19;02:00;14,846
22.03.19;03:00;21,015
22.03.19;04:00;22,766
22.03.19;05:00;
22.03.19;06:00;25,912
22.03.19;07:00;39,664
22.03.19;08:00;43,482
22.03.19;09:00;62,077
22.03.19;10:00;48,742
22.03.19;11:00;46,37
22.03.19;12:00;53,492
22.03.19;13:00;44,427
22.03.19;14:00;59,761
22.03.19;15:00;46,513
22.03.19;16:00;49,038
22.03.19;17:00;63,91
22.03.19;18:00;58,963
22.03.19;19:00;90,086
22.03.19;20:00;123,336
22.03.19;21:00;117,75
22.03.19;22:00;106,109
22.03.19;23:00;104,739
23.03.19;00:00;85,854
23.03.19;01:00;49,146
23.03.19;02:00;16,873
23.03.19;03:00;26,906
23.03.19;04:00;29,131
23.03.19;05:00;21,358
23.03.19;06:00;23,487
23.03.19;07:00;24,474
23.03.19;08:00;30,978
23.03.19;09:00;24,517
23.03.19;10:00;42,715
23.03.19;11:00;42,857
23.03.19;12:00;29,789
23.03.19;13:00;31,425
23.03.19;14:00;30,629
23.03.19;15:00;30,899
23.03.19;16:00;25,552
23.03.19;17:00;25,583
23.03.19;18:00;33,166
23.03.19;19:00;29,653
23.03.19;20:00;43,395
23.03.19;21:00;52,736
23.03.19;22:00;53,699
23.03.19;23:00;
24.03.19;00:00;51,184
24.03.19;01:00;47,559
24.03.19;02:00;49,407
24.03.19;03:00;38,016
24.03.19;04:00;45,88
24.03.19;05:00;34,979
24.03.19;06:00;35,184
24.03.19;07:00;42,382
24.03.19;08:00;41,492
24.03.19;09:00;34,134
24.03.19;10:00;27,372
24.03.19;11:00;32,07
24.03.19;12:00;35,009
24.03.19;13:00;24,401
24.03.19;14:00;20,829
24.03.19;15:00;16,589
24.03.19;16:00;26,951
24.03.19;17:00;28,918
24.03.19;18:00;33,525
24.03.19;19:00;27,146
24.03.19;20:00;54,4
24.03.19;21:00;50,625
24.03.19;22:00;25,006
24.03.19;23:00;29,391
25.03.19;00:00;
25.03.19;01:00;11,41
25.03.19;02:00;10,357
25.03.19;03:00;8,818
25.03.19;04:00;8,838
25.03.19;05:00;8,991
25.03.19;06:00;19,58
25.03.19;07:00;36,065
25.03.19;08:00;46,491
25.03.19;09:00;62,186
25.03.19;10:00;38,617
25.03.19;11:00;19,98
25.03.19;12:00;20,363
25.03.19;13:00;15,687
25.03.19;14:00;18,791
25.03.19;15:00;17,189
25.03.19;16:00;26,305
25.03.19;17:00;23,614
25.03.19;18:00;18,241
25.03.19;19:00;22,653
25.03.19;20:00;27,719
25.03.19;21:00;23,256
25.03.19;22:00;18,348
25.03.19;23:00;21,97
26.03.19;00:00;18,994
26.03.19;01:00;
26.03.19;02:00;17,581
26.03.19;03:00;16,719
26.03.19;04:00;15,43
26.03.19;05:00;16,793
26.03.19;06:00;23,927
26.03.19;07:00;49,585
26.03.19;08:00;70,422
26.03.19;09:00;60,333
26.03.19;10:00;55,966
26.03.19;11:00;56,991
26.03.19;12:00;33,768
26.03.19;13:00;28,27
26.03.19;14:00;38,053
26.03.19;15:00;20,67
26.03.19;16:00;26,034
26.03.19;17:00;33,494
26.03.19;18:00;26,37
26.03.19;19:00;46,587
26.03.19;20:00;44,709
26.03.19;21:00;38,297
26.03.19;22:00;37,193
26.03.19;23:00;42,493
27.03.19;00:00;33,547
27.03.19;01:00;19,151
27.03.19;02:00;
27.03.19;03:00;15,686
27.03.19;04:00;16,92
27.03.19;05:00;18,903
27.03.19;06:00;26,044
27.03.19;07:00;32,72
27.03.19;08:00;71,015
27.03.19;09:00;54,489
27.03.19;10:00;55,834
27.03.19;11:00;47,82
27.03.19;12:00;46,026
27.03.19;13:00;49,698
27.03.19;14:00;34,157
27.03.19;15:00;31,244
27.03.19;16:00;43,296
27.03.19;17:00;60,637
27.03.19;18:00;65,51
27.03.19;19:00;54,384
27.03.19;20:00;63,988
27.03.19;21:00;49,747
27.03.19;22:00;43,223
27.03.19;23:00;32,696
28.03.19;00:00;29,036
28.03.19;01:00;23,435
28.03.19;02:00;18,801
28.03.19;03:00;
28.03.19;04:00;19,812
28.03.19;05:00;24,053
28.03.19;06:00;33,022
28.03.19;07:00;37,524
28.03.19;08:00;54,737
28.03.19;09:00;50,734
28.03.19;10:00;40,691
28.03.19;11:00;30,043
28.03.19;12:00;43,227
28.03.19;13:00;34,693
28.03.19;14:00;29,23
28.03.19;15:00;41,877
28.03.19;16:00;40,783
28.03.19;17:00;50,93
28.03.19;18:00;
28.03.19;19:00;
28.03.19;20:00;
28.03.19;21:00;
28.03.19;22:00;
28.03.19;23:00;
29.03.19;00:00;
