Lufthygienisches Überwachungssystem Niedersachsen;
Osnabrück;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
Datum;Uhrzeit;µg/m³;Status;µg/m³;Status;µg/m³;Status;µg/m³;Status;°C;Status;hPa;Status;Grad;Status;m/s;Status;%;Status;min;Status;W/m²;Status;
18.01.2019;18:00;6,152; ;37,698;;38,555;;30,017;;0,66;;1007,7;;249,3;;0,81;;79,3;;0;;0,0;;
18.01.2019;19:00;6,989; ;52,027;;54,685;;14,494;;0,02;;1007,7;;225,2;;0,89;;82,7;;0;;0,0;;
18.01.2019;20:00;7,919; ;55,973;;58,872;;10,758;;-0,38;;1007,8;;224,1;;0,66;;83,4;;0;;0,0;;
18.01.2019;21:00;8,886; ;53,023;;55,221;;11,216;;-0,69;;1007,8;;241,3;;0,64;;84,9;;0;;0,0;;
18.01.2019;22:00;9,813; ;48,336;;50,308;;15,046;;-0,80;;1008,0;;231,7;;0,82;;84,4;;0;;0,0;;
18.01.2019;23:00;10,874; ;48,740;;50,295;;14,395;;-1,30;;1008,0;;159,5;;0,17;;86,4;;0;;0,0;;
19.01.2019;00:00;12,016; ;59,162;;88,787;;4,522;;-1,80;;1008,1;;111,0;;0,30;;90,2;;0;;0,0;;
19.01.2019;01:00;12,843; ;;*;;*;;*;-2,37;;1008,0;;148,0;;0,89;;92,9;;0;;0,0;;
19.01.2019;02:00;13,525; ;49,198;;97,791;;3,543;E;-2,82;;1007,6;;132,2;;0,63;;95,5;;0;;0,0;;
19.01.2019;03:00;13,999; ;40,982;;57,748;;13,754;;-2,39;;1007,5;;135,1;;1,12;;92,9;;0;;0,0;;
19.01.2019;04:00;14,338; ;34,316;;35,525;;20,941;;-2,18;;1007,3;;133,8;;1,26;;91,2;;0;;0,0;;
19.01.2019;05:00;14,628; ;29,981;;30,963;;24,444;;-2,18;;1007,1;;133,2;;1,11;;90,2;;0;;0,0;;
19.01.2019;06:00;14,943; ;35,319;;37,107;;16,898;;-2,78;;1006,8;;129,1;;0,98;;91,6;;0;;0,0;;
19.01.2019;07:00;15,057; ;38,735;;46,576;;11,747;;-3,30;;1006,6;;123,6;;0,91;;91,7;;0;;0,0;;
19.01.2019;08:00;15,508; ;43,349;;87,508;;1,861;E;-4,36;;1006,6;;97,4;;0,88;;98,1;;0;;0,0;;
19.01.2019;09:00;15,966; ;44,750;;101,838;;2,231;E;-4,60;;1006,6;;89,7;;1,19;;99,8;;0;;5,2;;
19.01.2019;10:00;16,483; ;44,411;;106,075;;4,809;;-3,17;;1006,8;;88,6;;1,18;;96,4;;0;;87,9;;
19.01.2019;11:00;16,775; ;37,749;;64,650;;18,584;;-0,38;;1006,8;;127,6;;1,38;;79,4;;0;;128,8;;
19.01.2019;12:00;17,097; ;28,938;;42,653;;29,435;;0,57;;1006,8;;115,2;;1,39;;73,6;;0;;175,6;;
19.01.2019;13:00;17,421; ;24,960;;35,677;;36,352;;2,43;;1006,2;;113,3;;1,32;;65,2;;0;;209,2;;
19.01.2019;14:00;17,736; ;26,587;;37,416;;34,245;;2,34;;1005,6;;89,3;;1,59;;67,5;;0;;173,9;;
19.01.2019;15:00;18,002; ;24,621;;31,108;;38,460;;1,81;;1005,0;;92,1;;1,85;;68,3;;0;;97,7;;
19.01.2019;16:00;18,213; ;28,844;;33,642;;35,736;;0,80;;1004,6;;103,4;;2,10;;70,9;;0;;35,1;;
19.01.2019;17:00;18,303; ;30,256;;32,604;;33,393;;-0,05;;1004,3;;108,3;;1,98;;73,6;;0;;8,0;;
19.01.2019;18:00;18,261; ;40,341;;41,955;;25,120;;-0,86;;1004,1;;102,0;;1,67;;72,7;;0;;0,0;;
19.01.2019;19:00;17,652; ;31,687;;32,909;;35,220;;-1,32;;1004,0;;105,5;;0,89;;68,0;;0;;0,0;;
19.01.2019;20:00;17,120; ;41,327;;46,930;;24,997;;-1,88;;1003,9;;89,4;;0,96;;72,2;;0;;0,0;;
19.01.2019;21:00;16,781; ;49,012;;56,978;;14,275;;-2,61;;1003,9;;97,3;;0,84;;78,6;;0;;0,0;;
19.01.2019;22:00;16,940; ;57,907;;76,957;;4,697;;-3,64;;1003,9;;71,6;;0,37;;85,2;;0;;0,0;;
19.01.2019;23:00;17,000; ;56,654;;76,205;;5,107;;-3,96;;1003,9;;82,1;;0,64;;87,4;;0;;0,0;;
20.01.2019;00:00;17,036; ;54,594;;69,501;;5,824;;-4,11;;1003,9;;88,6;;1,00;;87,6;;0;;0,0;;
20.01.2019;01:00;17,063; ;50,900;;59,375;;7,096;;-4,49;;1003,8;;116,7;;0,88;;89,2;;0;;0,0;;
20.01.2019;02:00;17,092; ;;*;;*;;*;-4,95;;1003,7;;91,5;;1,11;;91,7;;0;;0,0;;
20.01.2019;03:00;17,278; ;48,613;;64,150;;3,888;E;-5,42;;1003,7;;94,3;;1,62;;94,0;;0;;0,0;;
20.01.2019;04:00;17,579; ;47,269;;56,677;;3,964;E;-5,61;;1003,7;;94,6;;1,26;;95,8;;0;;0,0;;
20.01.2019;05:00;17,926; ;46,546;;56,445;;2,934;E;-5,74;;1003,7;;96,5;;1,51;;96,9;;0;;0,0;;
20.01.2019;06:00;18,214; ;45,498;;56,662;;2,694;E;-5,89;;1003,7;;101,4;;1,38;;97,7;;0;;0,0;;
20.01.2019;07:00;18,521; ;43,772;;57,277;;2,509;E;-6,21;;1003,8;;103,2;;1,07;;98,5;;0;;0,0;;
20.01.2019;08:00;18,592; ;43,690;;61,649;;2,248;E;-6,53;;1004,0;;102,1;;1,13;;99,1;;0;;0,0;;
20.01.2019;09:00;18,676; ;43,537;;80,131;;2,651;E;-6,71;;1004,6;;89,9;;0,61;;98,8;;0;;3,3;;
20.01.2019;10:00;18,858; ;40,641;;102,488;;4,672;;-4,37;;1005,1;;105,4;;0,47;;92,6;;0;;110,8;;
20.01.2019;11:00;19,437; ;38,025;;92,130;;8,978;;-0,03;;1005,8;;75,7;;0,52;;73,4;;0;;212,6;;
20.01.2019;12:00;19,815; ;30,997;;58,821;;17,630;;0,66;;1006,2;;86,7;;1,04;;70,6;;0;;232,6;;
20.01.2019;13:00;20,111; ;27,110;;44,425;;25,948;;2,54;;1006,2;;81,6;;0,90;;61,0;;0;;273,5;;
20.01.2019;14:00;20,315; ;23,282;;33,482;;34,214;;2,36;;1006,2;;87,4;;1,13;;57,6;;0;;197,4;;
20.01.2019;15:00;20,908; ;23,822;;35,122;;26,101;;1,83;;1006,3;;86,5;;1,32;;66,9;;0;;133,4;;
20.01.2019;16:00;21,847; ;28,749;;40,227;;19,526;;0,16;;1006,5;;61,3;;1,27;;74,9;;0;;21,1;;
20.01.2019;17:00;23,032; ;34,108;;42,016;;14,470;;-0,99;;1007,1;;68,4;;1,57;;80,6;;0;;6,3;;
20.01.2019;18:00;24,540; ;38,847;;45,825;;6,409;;-1,86;;1007,5;;101,9;;1,65;;88,4;;0;;0,0;;
20.01.2019;19:00;27,345; ;38,876;;49,288;;4,190;;-2,65;;1008,0;;96,3;;1,82;;92,8;;0;;0,0;;
20.01.2019;20:00;29,518; ;38,978;;58,944;;2,884;E;-3,51;;1008,4;;97,5;;1,16;;96,9;;0;;0,0;;
20.01.2019;21:00;31,753; ;39,059;;70,071;;3,992;E;-4,13;;1008,9;;95,3;;0,98;;99,4;;0;;0,0;;
20.01.2019;22:00;33,449; ;39,715;;82,720;;3,956;E;-4,70;;1009,4;;105,2;;0,78;;99,8;;0;;0,0;;
20.01.2019;23:00;34,876; ;40,590;;99,366;;3,630;E;-5,30;;1009,8;;108,1;;0,73;;99,8;;0;;0,0;;
21.01.2019;00:00;36,225; ;40,688;;120,616;;3,630;E;-5,92;;1010,1;;98,7;;0,64;;99,4;;0;;0,0;;
21.01.2019;01:00;37,594; ;39,588;;121,037;;3,010;E;-6,38;;1010,3;;83,8;;0,44;;99,2;;0;;0,0;;
21.01.2019;02:00;38,833; ;36,862;;99,133;;2,784;E;-6,79;;1010,4;;96,2;;0,39;;99,1;;0;;0,0;;
21.01.2019;03:00;40,029; ;;*;;*;;*;-7,11;;1010,6;;120,6;;0,48;;98,5;;0;;0,0;;
21.01.2019;04:00;41,172; ;38,837;;120,805;;2,341;E;-7,32;;1010,5;;107,6;;0,09;;98,9;;0;;0,0;;
21.01.2019;05:00;42,269; ;38,620;;112,660;;2,292;E;-7,39;;1010,4;;7,0;;0,12;;98,4;;0;;0,0;;
21.01.2019;06:00;43,330; ;40,023;;132,091;;2,453;E;-7,65;;1010,0;;94,9;;0,75;;98,1;;0;;0,0;;
21.01.2019;07:00;44,327; ;42,556;;154,627;;2,756;E;-7,54;;1009,9;;78,7;;0,85;;98,3;;0;;0,0;;
21.01.2019;08:00;45,327; ;47,529;;200,018;;2,995;E;-7,63;;1010,2;;81,3;;0,64;;98,1;;0;;0,0;;
21.01.2019;09:00;46,274; ;53,842;;276,926;;3,013;E;-7,74;;1010,5;;138,5;;0,68;;97,8;;0;;3,7;;
21.01.2019;10:00;47,253; ;59,389;;350,313;;3,297;E;-5,71;;1010,7;;146,5;;0,33;;95,5;;0;;78,3;;
21.01.2019;11:00;48,228; ;60,339;;308,097;;3,656;E;-1,42;;1010,6;;307,6;;0,28;;83,0;;0;;143,9;;
21.01.2019;12:00;49,013; ;37,189;;85,034;;13,634;;1,10;;1010,3;;191,8;;0,44;;72,5;;0;;239,7;;
21.01.2019;13:00;49,630; ;28,888;;45,357;;23,020;;2,87;;1009,7;;233,2;;0,65;;61,8;;0;;236,7;;
21.01.2019;14:00;50,216; ;29,093;;46,429;;23,731;;1,56;;1009,1;;222,5;;1,26;;63,0;;0;;210,2;;
21.01.2019;15:00;50,442; ;36,389;;57,543;;18,267;;1,38;;1008,7;;230,3;;0,98;;64,0;;0;;114,3;;
21.01.2019;16:00;50,402; ;46,165;;74,403;;11,024;;-0,17;;1008,1;;226,0;;0,89;;71,7;;0;;21,8;;
21.01.2019;17:00;50,311; ;54,758;;91,338;;4,811;;-1,02;;1007,7;;229,9;;0,86;;77,8;;0;;5,6;;
21.01.2019;18:00;49,960; ;59,181;;106,380;;2,448;E;-1,90;;1007,5;;239,2;;0,89;;83,2;;0;;0,0;;
21.01.2019;19:00;48,272; ;61,881;;104,108;;2,412;E;-1,57;;1007,0;;224,8;;1,46;;79,9;;0;;0,0;;
21.01.2019;20:00;47,061; ;63,002;;110,587;;2,797;E;-1,57;;1006,6;;238,4;;1,24;;78,5;;0;;0,0;;
21.01.2019;21:00;45,627; ;63,870;;119,872;;2,467;E;-1,61;;1006,3;;239,5;;1,19;;79,7;;0;;0,0;;
21.01.2019;22:00;44,354; ;63,600;;119,481;;2,693;E;-1,46;;1006,2;;232,4;;1,14;;78,5;;0;;0,0;;
21.01.2019;23:00;43,492; ;62,531;;128,400;;2,798;E;-1,77;;1005,8;;229,7;;1,35;;80,5;;0;;0,0;;
22.01.2019;00:00;42,626; ;61,459;;123,893;;2,618;E;-2,26;;1005,3;;232,8;;0,89;;81,7;;0;;0,0;;
22.01.2019;01:00;42,089; ;61,662;;127,503;;2,526;E;-2,90;;1004,8;;196,5;;0,99;;84,2;;0;;0,0;;
22.01.2019;02:00;41,752; ;60,925;;131,676;;2,426;E;-3,50;;1003,9;;170,0;;1,05;;86,2;;0;;0,0;;
22.01.2019;03:00;41,504; ;61,347;;125,145;;2,405;E;-3,81;;1003,2;;201,8;;0,90;;87,3;;0;;0,0;;
22.01.2019;04:00;41,291; ;;*;;*;;*;-4,31;;1002,1;;160,6;;1,01;;87,3;;0;;0,0;;
22.01.2019;05:00;40,887; ;55,059;;87,373;;2,199;E;-4,38;;1001,1;;168,9;;1,54;;83,2;;0;;0,0;;
22.01.2019;06:00;40,173; ;52,540;;72,490;;2,231;E;-4,89;;1000,3;;154,5;;1,13;;81,1;;0;;0,0;;
22.01.2019;07:00;39,298; ;48,029;;58,008;;5,532;;-4,54;;999,4;;145,2;;1,25;;75,2;;0;;0,0;;
22.01.2019;08:00;38,340; ;50,288;;73,209;;5,720;;-4,40;;998,7;;150,0;;1,31;;71,4;;0;;0,0;;
22.01.2019;09:00;37,277; ;47,788;;69,703;;9,387;;-4,13;;998,0;;155,6;;1,69;;67,8;;0;;7,2;;
22.01.2019;10:00;35,948; ;36,810;;45,517;;22,183;;-3,02;;997,3;;153,7;;2,23;;62,3;;0;;49,3;;
22.01.2019;11:00;34,471; ;26,787;;34,677;;33,969;;-1,07;;996,5;;166,0;;2,00;;56,1;;0;;121,9;;
22.01.2019;12:00;33,258; ;21,415;;26,304;;45,486;;-0,31;;995,5;;178,6;;2,94;;48,8;;0;;122,7;;
22.01.2019;13:00;32,390; ;24,045;;30,629;;44,051;;0,10;;994,4;;175,0;;3,40;;49,2;;0;;136,0;;
22.01.2019;14:00;31,754; ;23,991;;31,133;;44,117;;0,90;;993,5;;176,7;;2,91;;49,9;;0;;163,9;;
22.01.2019;15:00;31,270; ;24,961;;30,366;;42,461;;1,08;;992,4;;170,0;;2,41;;52,0;;0;;97,7;;
22.01.2019;16:00;30,992; ;31,996;;37,118;;33,008;;0,40;;991,9;;158,5;;2,08;;57,9;;0;;47,4;;
22.01.2019;17:00;30,803; ;45,174;;52,006;;17,141;;-0,43;;991,6;;141,8;;1,28;;63,1;;0;;15,9;;
22.01.2019;18:00;30,769; ;54,610;;63,599;;6,370;;-1,23;;991,2;;134,8;;1,15;;66,7;;0;;0,0;;
22.01.2019;19:00;30,767; ;48,793;;52,717;;10,851;;-1,52;;991,0;;161,6;;1,39;;68,3;;0;;0,1;;
22.01.2019;20:00;30,698; ;47,753;;50,219;;10,753;;-2,20;;990,7;;157,3;;1,61;;70,3;;0;;0,1;;
22.01.2019;21:00;30,591; ;47,336;;49,527;;10,613;;-2,66;;990,5;;170,0;;1,88;;72,0;;0;;0,3;;
22.01.2019;22:00;30,309; ;40,824;;42,379;;15,312;;-2,74;;990,1;;177,5;;2,61;;72,9;;0;;0,3;;
22.01.2019;23:00;29,874; ;36,280;;37,592;;18,334;;-2,82;;989,9;;174,5;;2,26;;75,1;;0;;0,0;;
23.01.2019;00:00;29,443; ;34,345;;35,477;;18,840;;-3,01;;989,5;;161,4;;1,88;;78,0;;0;;0,0;;
23.01.2019;01:00;28,890; ;34,095;;35,201;;17,503;;-3,30;;989,2;;144,4;;1,26;;79,9;;0;;0,0;;
23.01.2019;02:00;28,189; ;28,626;;29,481;;22,853;;-3,72;;988,7;;145,0;;1,53;;80,8;;0;;0,0;;
23.01.2019;03:00;27,416; ;24,417;;25,157;;27,070;;-3,99;;988,4;;152,8;;1,35;;82,9;;15;;0,0;;
23.01.2019;04:00;26,771; ;25,329;;26,294;;24,950;;-4,20;;988,1;;134,3;;1,14;;85,9;;59;;0,0;;
23.01.2019;05:00;26,445; ;;*;;*;;*;-4,29;;987,8;;115,8;;1,24;;86,6;;7;;0,0;;
23.01.2019;06:00;26,479; ;34,454;;37,350;;12,648;;-4,11;;987,7;;126,8;;1,18;;87,1;;0;;0,0;;
23.01.2019;07:00;26,813; ;34,995;;38,047;;13,505;;-3,46;;987,6;;134,9;;1,43;;84,5;;0;;0,3;;
23.01.2019;08:00;27,298; ;32,648;;35,772;;15,111;;-3,20;;987,8;;128,9;;1,82;;83,3;;0;;0,3;;
23.01.2019;09:00;28,009; ;38,099;;47,073;;8,919;;-3,34;;987,9;;108,9;;1,67;;84,0;;0;;5,3;;
23.01.2019;10:00;28,894; ;38,912;;52,449;;9,274;;-3,33;;988,2;;96,7;;1,62;;83,5;;0;;26,0;;
23.01.2019;11:00;29,817; ;33,610;;47,336;;16,276;;-3,14;;988,4;;97,3;;2,28;;81,4;;0;;64,9;;
23.01.2019;12:00;30,609; ;29,121;;44,960;;21,276;;-2,36;;988,7;;89,6;;2,27;;77,3;;0;;140,0;;
23.01.2019;13:00;31,652; ;22,963;;33,127;;30,433;;-1,92;;988,7;;98,5;;2,10;;73,7;;0;;151,9;;
23.01.2019;14:00;32,596; ;21,577;;28,986;;31,131;;-2,14;;988,7;;103,6;;2,15;;74,5;;0;;116,3;;
23.01.2019;15:00;33,452; ;24,150;;30,432;;27,676;;-2,11;;988,9;;90,0;;1,84;;75,0;;0;;66,0;;
23.01.2019;16:00;34,103; ;29,419;;36,126;;22,510;;-2,48;;989,4;;77,4;;1,84;;76,5;;0;;31,9;;
23.01.2019;17:00;34,294; ;29,743;;34,037;;23,387;;-3,15;;990,1;;78,6;;2,00;;77,2;;0;;11,9;;
23.01.2019;18:00;34,165; ;34,467;;37,778;;18,346;;-3,77;;990,9;;86,7;;2,08;;80,2;;0;;0,1;;
23.01.2019;19:00;34,353; ;35,731;;40,505;;11,775;;-4,24;;991,5;;79,4;;2,18;;84,6;;0;;0,0;;
23.01.2019;20:00;34,796; ;43,095;;52,317;;4,216;;-4,98;;992,1;;73,9;;1,48;;88,6;;0;;0,0;;
23.01.2019;21:00;35,371; ;44,262;;61,589;;2,546;E;-5,65;;992,6;;79,3;;1,29;;91,5;;0;;0,0;;
23.01.2019;22:00;36,135; ;44,343;;73,104;;2,215;E;-6,21;;993,1;;79,9;;1,12;;93,8;;0;;0,0;;
23.01.2019;23:00;37,061; ;43,638;;71,990;;2,581;E;-6,58;;993,6;;93,1;;1,28;;95,9;;0;;0,0;;
24.01.2019;00:00;38,008; ;43,560;;56,402;;3,103;E;-6,33;;994,0;;96,6;;1,57;;94,6;;0;;0,0;;
24.01.2019;01:00;38,630; ;42,542;;52,434;;3,754;E;-6,55;;994,7;;97,0;;1,23;;95,7;;0;;0,0;;
24.01.2019;02:00;39,573; ;39,335;;43,509;;7,434;;-6,59;;995,4;;96,7;;1,20;;95,6;;0;;0,0;;
24.01.2019;03:00;40,764; ;37,990;;44,449;;8,794;;-7,08;;995,9;;115,4;;0,74;;96,5;;0;;0,0;;
24.01.2019;04:00;42,000; ;38,579;;43,330;;7,347;;-7,23;;996,2;;119,2;;0,37;;96,8;;0;;0,0;;
24.01.2019;05:00;43,231; ;38,737;;46,094;;7,400;;-7,17;;996,5;;102,4;;0,95;;97,7;;0;;0,4;;
24.01.2019;06:00;44,431; ;34,465;;37,979;;13,505;;-6,21;;996,7;;100,6;;1,62;;94,2;;0;;0,2;;
24.01.2019;07:00;45,696; ;26,943;;28,352;;26,707;;-6,01;;997,2;;98,5;;2,04;;90,8;;0;;0,0;;
24.01.2019;08:00;47,077; ;28,351;;30,655;;27,402;;-6,09;;997,7;;95,1;;1,75;;90,5;;0;;0,0;;
24.01.2019;09:00;48,491; ;32,908;;36,030;;21,683;;-6,05;;998,3;;87,3;;1,26;;90,5;;0;;1,2;;
24.01.2019;10:00;49,850; ;32,757;;36,261;;21,988;;-6,01;;998,9;;114,4;;1,44;;90,2;;0;;7,9;;
24.01.2019;11:00;51,010; ;25,867;;28,443;;28,894;;-5,98;;999,4;;143,4;;0,93;;88,6;;0;;18,3;;
24.01.2019;12:00;51,407; ;24,054;;28,096;;32,641;;-5,90;;999,5;;152,9;;1,08;;86,7;;0;;39,2;;
24.01.2019;13:00;52,270; ;24,417;;28,467;;33,618;;-5,57;;999,2;;144,3;;0,95;;85,0;;0;;61,6;;
24.01.2019;14:00;53,132; ;26,619;;30,582;;32,426;;-5,22;;999,4;;122,0;;0,67;;83,2;;0;;47,3;;
24.01.2019;15:00;53,863; ;31,212;;36,114;;27,872;;-5,04;;999,5;;299,5;;0,71;;81,9;;0;;36,2;;
24.01.2019;16:00;54,469; ;36,497;;42,376;;24,576;;-5,30;;999,7;;319,7;;1,19;;81,7;;4;;23,3;;
24.01.2019;17:00;55,256; ;41,238;;44,100;;19,680;;-5,35;;1000,1;;199,4;;0,97;;82,2;;0;;5,6;;
24.01.2019;18:00;56,175; ;44,807;;46,322;;15,736;;-5,42;;1000,5;;136,4;;0,64;;83,4;;0;;0,3;;
24.01.2019;19:00;56,921; ;34,274;;35,132;;25,314;;-5,48;;1001,1;;153,6;;0,81;;84,7;;0;;0,1;;
24.01.2019;20:00;57,436; ;30,518;;31,550;;28,795;;-5,47;;1001,5;;258,2;;0,41;;84,4;;0;;0,1;;
24.01.2019;21:00;57,870; ;33,086;;34,600;;24,951;;-5,39;;1002,0;;261,7;;0,55;;84,7;;0;;0,1;;
24.01.2019;22:00;58,292; ;27,235;;27,933;;30,686;;-5,47;;1002,1;;206,1;;0,43;;83,3;;0;;0,0;;
24.01.2019;23:00;58,518; ;;*;;*;;*;-5,56;;1002,3;;195,1;;1,11;;82,2;;0;;0,1;;
25.01.2019;00:00;58,699; ;36,546;;37,526;;17,785;;-5,50;;1002,4;;198,3;;0,71;;81,9;;0;;0,1;;
25.01.2019;01:00;59,148; ;40,591;;41,645;;12,821;;-5,38;;1002,6;;253,5;;0,44;;82,3;;0;;0,0;;
25.01.2019;02:00;59,169; ;48,812;;50,012;;9,630;;-5,28;;1002,7;;213,7;;0,59;;81,8;;0;;0,1;;
25.01.2019;03:00;58,984; ;53,960;;55,383;;7,106;;-5,26;;1002,7;;210,3;;0,73;;81,2;;0;;0,0;;
25.01.2019;04:00;58,710; ;57,340;;58,966;;5,776;;-5,16;;1002,7;;203,2;;0,55;;80,8;;0;;0,1;;
25.01.2019;05:00;58,377; ;61,037;;65,158;;3,141;E;-4,97;;1002,5;;186,7;;0,43;;80,2;;0;;0,0;;
25.01.2019;06:00;58,068; ;61,910;;69,023;;2,276;E;-4,91;;1002,5;;239,8;;0,34;;80,0;;0;;0,1;;
25.01.2019;07:00;57,618; ;63,458;;72,297;;2,416;E;-4,74;;1002,7;;204,5;;0,52;;78,4;;0;;0,0;;
25.01.2019;08:00;57,032; ;62,588;;73,262;;2,320;E;-4,60;;1002,8;;214,9;;0,61;;78,1;;0;;0,0;;
25.01.2019;09:00;56,455; ;61,869;;74,749;;3,786;E;-4,50;;1002,9;;195,6;;0,90;;77,6;;0;;3,9;;
25.01.2019;10:00;55,838; ;51,133;;64,874;;14,228;;-4,38;;1002,9;;183,5;;1,35;;77,7;;0;;25,4;;
25.01.2019;11:00;54,861; ;25,484;;29,684;;32,575;;-4,70;;1003,0;;194,8;;1,64;;80,5;;0;;55,0;;
25.01.2019;12:00;54,443; ;29,073;;36,578;;26,732;;-4,41;;1002,7;;216,5;;1,44;;81,2;;0;;75,6;;
25.01.2019;13:00;53,240; ;22,874;;27,516;;33,657;;-3,98;;1002,3;;251,6;;0,88;;84,4;;0;;79,7;;
25.01.2019;14:00;51,928; ;24,469;;28,973;;32,533;;-3,24;;1001,8;;236,5;;0,78;;87,1;;0;;66,7;;
25.01.2019;15:00;50,875; ;27,643;;32,177;;28,583;;-2,63;;1001,1;;229,0;;0,98;;92,1;;0;;46,3;;
25.01.2019;16:00;50,550; ;39,052;;48,523;;16,578;;-2,29;;1000,2;;222,3;;1,51;;96,8;;0;;26,5;;
25.01.2019;17:00;50,882; ;52,791;;68,975;;5,073;;-1,75;;999,8;;218,7;;1,54;;98,4;;17;;5,6;;
25.01.2019;18:00;50,793; ;58,168;;73,859;;3,083;E;-1,14;;999,4;;203,0;;1,73;;99,1;;60;;0,4;;
25.01.2019;19:00;49,968; ;54,020;;61,199;;9,637;;-0,85;;998,2;;202,4;;2,31;;100,0;;60;;0,2;;
25.01.2019;20:00;48,624; ;50,038;;52,428;;13,784;;-0,22;;997,0;;211,0;;2,60;;100,0;;60;;0,2;;
25.01.2019;21:00;46,867; ;45,701;;47,546;;15,191;;0,20;;996,1;;222,6;;2,42;;100,0;;60;;0,2;;
25.01.2019;22:00;44,798; ;34,380;;35,845;;21,432;;0,50;;995,6;;234,1;;1,74;;100,0;;14;;0,4;;
25.01.2019;23:00;42,717; ;25,377;;26,448;;26,679;;0,91;;995,2;;243,0;;1,49;;100,0;;53;;0,7;;
26.01.2019;00:00;40,513; ;;*;;*;;*;1,33;;994,7;;245,0;;1,48;;100,0;;60;;0,6;;
26.01.2019;01:00;38,371; ;24,121;;24,964;;22,860;;1,79;;994,4;;250,2;;1,38;;100,0;;60;;0,6;;
26.01.2019;02:00;36,416; ;29,822;;31,678;;16,307;;2,29;;994,2;;257,0;;1,32;;100,0;;60;;0,7;;
26.01.2019;03:00;34,491; ;31,519;;33,601;;14,136;;2,86;;993,9;;255,4;;1,30;;100,0;;60;;0,8;;
26.01.2019;04:00;32,619; ;32,419;;34,689;;14,016;;3,41;;993,6;;257,7;;1,17;;100,0;;60;;0,8;;
26.01.2019;05:00;30,817; ;27,388;;28,824;;19,329;;3,96;;993,1;;251,1;;1,32;;100,0;;60;;0,8;;
26.01.2019;06:00;29,050; ;22,379;;23,186;;24,007;;4,46;;992,7;;248,4;;1,64;;100,0;;60;;0,7;;
26.01.2019;07:00;27,228; ;19,050;;19,674;;27,794;;4,79;;992,1;;247,3;;1,42;;100,0;;60;;0,7;;
26.01.2019;08:00;25,424; ;17,865;;18,699;;32,417;;5,29;;991,7;;259,5;;1,51;;100,0;;60;;0,7;;
26.01.2019;09:00;23,508; ;14,622;;15,374;;37,024;;5,66;;991,7;;266,6;;1,68;;100,0;;60;;2,4;;
26.01.2019;10:00;21,504; ;15,471;;16,336;;35,541;;5,66;;991,9;;269,5;;1,48;;100,0;;60;;10,0;;
26.01.2019;11:00;20,029; ;15,538;;16,861;;36,333;;5,78;;992,0;;274,9;;1,58;;100,0;;58;;26,7;;
26.01.2019;12:00;18,191; ;16,648;;18,097;;35,980;;5,90;;992,0;;272,8;;1,64;;100,0;;60;;24,7;;
26.01.2019;13:00;17,237; ;19,239;;21,497;;32,614;;5,92;;991,6;;267,7;;1,72;;100,0;;46;;36,5;;
26.01.2019;14:00;16,396; ;18,554;;20,747;;35,338;;5,80;;991,1;;267,2;;1,84;;100,0;;43;;33,2;;
26.01.2019;15:00;15,316; ;17,547;;19,186;;39,491;;5,73;;990,7;;264,0;;1,39;;100,0;;37;;27,0;;
26.01.2019;16:00;13,691; ;14,643;;15,386;;49,293;;5,55;;990,1;;255,3;;1,40;;100,0;;20;;14,1;;
26.01.2019;17:00;11,594; ;14,507;;15,145;;52,088;;5,44;;989,6;;248,0;;1,41;;100,0;;14;;9,7;;
26.01.2019;18:00;9,791; ;15,788;;16,322;;49,639;;5,26;;988,9;;236,4;;1,30;;99,7;;0;;0,3;;
26.01.2019;19:00;8,746; ;16,365;;16,950;;47,128;;5,26;;987,9;;226,5;;1,50;;99,9;;0;;0,2;;
26.01.2019;20:00;8,321; ;17,916;;18,506;;44,118;;5,42;;986,9;;220,5;;1,79;;99,6;;20;;0,3;;
26.01.2019;21:00;8,158; ;17,239;;17,843;;44,763;;5,45;;985,9;;224,3;;1,60;;99,6;;6;;0,2;;
26.01.2019;22:00;8,099; ;14,150;;14,623;;48,325;;5,43;;984,8;;223,2;;2,04;;100,0;;52;;0,3;;
26.01.2019;23:00;8,021; ;13,465;;13,856;;50,563;;5,32;;983,6;;224,0;;2,04;;100,0;;48;;0,3;;
27.01.2019;00:00;8,166; ;14,140;;14,503;;49,842;;5,16;;982,7;;221,0;;2,32;;99,5;;11;;0,2;;
27.01.2019;01:00;8,207; ;;*;;*;;*;5,00;;981,4;;209,7;;2,61;;97,1;;6;;0,1;;
27.01.2019;02:00;8,188; ;9,664;;9,892;;57,218;;5,08;;980,1;;209,3;;2,93;;95,0;;10;;0,0;;
27.01.2019;03:00;8,118; ;7,401;;7,517;;59,936;;5,20;;979,0;;210,6;;3,00;;94,5;;33;;0,0;;
27.01.2019;04:00;7,973; ;7,035;;7,149;;58,407;;4,99;;977,8;;205,0;;2,46;;97,8;;60;;0,2;;
27.01.2019;05:00;7,756; ;7,712;;7,851;;58,841;;5,10;;976,5;;208,7;;2,88;;98,2;;30;;0,2;;
