Lufthygienisches Überwachungssystem Niedersachsen;
Osnabrück (Verkehrsstation);;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Kohlenmonoxid;;Temperatur;;Luftdruck;;Relative Feuchte;;
Datum;Uhrzeit;µg/m³;Status;µg/m³;Status;µg/m³;Status;mg/m³;Status;°C;Status;hPa;Status;%;Status;
30.01.2019;14:00;18,251; ;35,077;;69,569;;0,33905;E;0,50;;984,8;;82,3;;
30.01.2019;15:00;17,445; ;48,086;;91,711;;0,35015;E;-0,03;;984,7;;92,3;;
30.01.2019;16:00;16,697; ;61,745;;117,955;;0,33369;E;0,10;;984,7;;92,1;;
30.01.2019;17:00;16,183; ;58,242;;146,217;;0,36291;E;0,31;;984,8;;92,4;;
30.01.2019;18:00;15,741; ;60,966;;148,990;;0,41117;E;0,21;;985,0;;94,5;;
30.01.2019;19:00;15,590; ;69,590;;181,135;;0,44631;E;0,49;;985,3;;96,1;;
30.01.2019;20:00;16,132; ;70,831;;232,420;;0,54074;E;0,74;;985,5;;97,2;;
30.01.2019;21:00;16,664; ;54,292;;148,721;;0,58283;E;0,38;;985,8;;97,5;;
30.01.2019;22:00;17,363; ;48,573;;119,362;;0,59990;E;-0,02;;986,3;;97,4;;
30.01.2019;23:00;18,167; ;40,633;;91,284;;0,61150; ;-0,02;;986,7;;96,8;;
31.01.2019;00:00;19,188; ;40,993;;67,201;;0,61167; ;-0,10;;987,0;;96,6;;
31.01.2019;01:00;20,171; ;;*;;*;0,58279;E;-0,13;;987,1;;97,0;;
31.01.2019;02:00;20,993; ;49,146;;73,755;;0,53648;E;-0,13;;987,0;;98,1;;
31.01.2019;03:00;21,636; ;51,651;;68,565;;0,50724;E;0,29;;987,3;;97,6;;
31.01.2019;04:00;22,079; ;35,480;;44,441;;0,40713;E;0,68;;987,5;;95,6;;
31.01.2019;05:00;22,421; ;25,548;;41,367;;0,36328;E;0,81;;987,7;;93,5;;
31.01.2019;06:00;22,975; ;42,184;;99,041;;0,36960;E;0,75;;988,0;;94,2;;
31.01.2019;07:00;23,507; ;48,797;;164,916;;0,39289;E;0,43;;988,2;;94,4;;
31.01.2019;08:00;24,022; ;61,408;;205,225;;0,43933;E;0,15;;988,5;;94,1;;
31.01.2019;09:00;24,710; ;58,757;;239,297;;0,50067;E;-0,15;;989,1;;95,0;;
31.01.2019;10:00;25,424; ;67,301;;238,203;;0,53453;E;0,18;;989,6;;92,6;;
31.01.2019;11:00;25,702; ;76,980;;266,057;;0,57675;E;0,90;;989,8;;87,9;;
31.01.2019;12:00;25,755; ;61,221;;175,142;;0,60117; ;0,71;;990,2;;86,3;;
31.01.2019;13:00;25,769; ;62,086;;158,875;;0,62104; ;0,19;;989,9;;92,0;;
31.01.2019;14:00;25,840; ;55,233;;117,360;;0,60496; ;0,87;;989,2;;88,3;;
31.01.2019;15:00;25,795; ;50,369;;121,434;;0,56825;E;1,30;;988,7;;84,3;;
31.01.2019;16:00;25,630; ;61,296;;161,507;;0,52847;E;1,57;;988,7;;81,7;;
31.01.2019;17:00;25,415; ;63,777;;141,436;;0,49553;E;1,63;;988,6;;81,1;;
31.01.2019;18:00;25,164; ;71,387;;154,016;;0,48174;E;1,80;;988,4;;78,9;;
31.01.2019;19:00;24,847; ;77,441;;188,620;;0,48521;E;1,94;;988,1;;78,3;;
31.01.2019;20:00;24,262; ;61,754;;107,553;;0,48860;E;1,71;;987,8;;79,5;;
31.01.2019;21:00;23,715; ;51,336;;83,038;;0,48062;E;1,53;;987,5;;80,0;;
31.01.2019;22:00;22,960; ;46,137;;64,888;;0,47606;E;1,49;;987,2;;80,4;;
31.01.2019;23:00;22,056; ;37,214;;48,924;;0,47147;E;1,47;;986,7;;80,7;;
01.02.2019;00:00;20,990; ;30,220;;34,994;;0,45274;E;1,23;;986,2;;82,0;;
01.02.2019;01:00;19,882; ;31,448;;36,075;;0,41107;E;0,54;;985,8;;83,1;;
01.02.2019;02:00;18,764; ;;*;;*;0,37273;E;-0,15;;985,1;;83,1;;
01.02.2019;03:00;17,733; ;25,259;;28,228;;0,30448;E;-0,40;;984,5;;82,4;;
01.02.2019;04:00;16,838; ;24,065;;26,713;;0,26673;E;0,13;;983,7;;78,4;;
01.02.2019;05:00;16,109; ;22,055;;24,862;;0,24407;E;0,50;;982,9;;75,3;;
01.02.2019;06:00;15,307; ;27,668;;41,037;;0,23351;E;0,69;;982,4;;73,2;;
01.02.2019;07:00;14,692; ;31,715;;49,334;;0,22375;E;0,56;;982,0;;78,9;;
01.02.2019;08:00;14,377; ;41,760;;81,868;;0,24109;E;-0,45;;981,9;;96,5;;
01.02.2019;09:00;14,144; ;38,322;;104,121;;0,25226;E;-0,28;;982,0;;96,2;;
01.02.2019;10:00;14,010; ;46,539;;96,253;;0,26682;E;-0,16;;982,5;;94,0;;
01.02.2019;11:00;14,380; ;48,184;;105,758;;0,28748;E;0,24;;982,5;;93,0;;
01.02.2019;12:00;14,966; ;55,009;;144,156;;0,31950;E;0,76;;982,7;;90,5;;
01.02.2019;13:00;15,632; ;67,306;;187,556;;0,37012;E;1,54;;982,8;;88,0;;
01.02.2019;14:00;16,215; ;57,385;;167,892;;0,42389;E;2,50;;982,9;;85,9;;
01.02.2019;15:00;16,671; ;64,411;;191,906;;0,47604;E;3,81;;982,9;;82,8;;
01.02.2019;16:00;16,966; ;69,483;;169,600;;0,49563;E;4,54;;983,2;;79,8;;
01.02.2019;17:00;17,312; ;74,158;;205,531;;0,53284;E;4,57;;983,3;;79,6;;
01.02.2019;18:00;17,808; ;67,130;;153,597;;0,56686;E;3,75;;983,6;;83,3;;
01.02.2019;19:00;18,708; ;61,677;;164,992;;0,60637; ;2,67;;983,6;;88,3;;
01.02.2019;20:00;19,761; ;64,628;;208,144;;0,65885; ;1,93;;983,7;;91,4;;
01.02.2019;21:00;21,150; ;60,618;;170,599;;0,67558; ;1,56;;984,3;;92,4;;
01.02.2019;22:00;22,376; ;54,727;;125,691;;0,67098; ;1,31;;984,5;;92,6;;
01.02.2019;23:00;23,697; ;50,150;;115,546;;0,66720; ;0,66;;984,6;;94,5;;
02.02.2019;00:00;24,950; ;44,579;;89,979;;0,65930; ;0,25;;984,9;;95,7;;
02.02.2019;01:00;26,199; ;41,325;;69,153;;0,63417; ;0,14;;985,3;;95,8;;
02.02.2019;02:00;27,487; ;40,553;;59,807;;0,61099; ;0,13;;985,4;;95,3;;
02.02.2019;03:00;28,662; ;;*;;*;0,60099; ;0,46;;985,4;;93,5;;
02.02.2019;04:00;29,857; ;46,175;;68,045;;0,54784;E;0,64;;985,3;;92,9;;
02.02.2019;05:00;31,165; ;41,808;;60,605;;0,50677;E;0,48;;985,5;;92,6;;
02.02.2019;06:00;32,674; ;37,859;;57,975;;0,47740;E;0,05;;985,9;;93,7;;
02.02.2019;07:00;34,090; ;34,580;;54,741;;0,44479;E;-0,17;;986,4;;94,3;;
02.02.2019;08:00;35,236; ;33,519;;58,506;;0,43006;E;-0,09;;987,0;;93,5;;
02.02.2019;09:00;36,177; ;31,417;;57,208;;0,42397;E;-0,01;;987,8;;92,7;;
02.02.2019;10:00;37,125; ;29,111;;57,614;;0,41763;E;-0,02;;988,5;;92,8;;
02.02.2019;11:00;37,990; ;24,052;;49,799;;0,41516;E;0,06;;989,1;;92,7;;
02.02.2019;12:00;38,824; ;23,856;;48,727;;0,40395;E;0,45;;989,5;;91,4;;
02.02.2019;13:00;39,757; ;26,632;;53,423;;0,40442;E;0,76;;990,0;;90,1;;
02.02.2019;14:00;40,836; ;30,335;;60,603;;0,41168;E;0,91;;990,7;;90,5;;
02.02.2019;15:00;42,042; ;36,425;;77,508;;0,42318;E;1,21;;991,4;;89,1;;
02.02.2019;16:00;43,562; ;36,130;;74,931;;0,43841;E;1,27;;992,2;;89,4;;
02.02.2019;17:00;45,078; ;44,467;;111,132;;0,46859;E;1,44;;993,3;;91,1;;
02.02.2019;18:00;46,843; ;46,362;;120,623;;0,51324;E;1,27;;994,4;;93,6;;
02.02.2019;19:00;48,463; ;43,683;;113,123;;0,54563;E;1,01;;995,6;;95,7;;
02.02.2019;20:00;49,937; ;39,734;;89,382;;0,56844;E;0,99;;996,5;;97,3;;
02.02.2019;21:00;51,321; ;44,399;;120,563;;0,61464; ;1,00;;997,6;;98,0;;
02.02.2019;22:00;52,799; ;38,014;;82,378;;0,63286; ;1,04;;998,5;;98,2;;
02.02.2019;23:00;54,154; ;37,482;;74,165;;0,64303; ;1,11;;999,4;;97,9;;
03.02.2019;00:00;55,329; ;32,897;;63,513;;0,64622; ;1,03;;1000,6;;97,6;;
03.02.2019;01:00;56,294; ;45,204;;102,847;;0,64167; ;1,21;;1001,8;;96,8;;
03.02.2019;02:00;57,625; ;31,995;;64,564;;0,61495; ;1,18;;1002,2;;97,0;;
03.02.2019;03:00;59,262; ;30,164;;70,290;;0,59704;E;1,00;;1003,0;;98,3;;
03.02.2019;04:00;60,531; ;;*;;*;0,58109;E;1,03;;1003,5;;98,1;;
03.02.2019;05:00;61,232; ;23,746;;35,421;;0,52871;E;0,65;;1003,8;;98,6;;
03.02.2019;06:00;61,548; ;27,198;;47,542;;0,50380;E;0,66;;1004,5;;98,5;;
03.02.2019;07:00;61,590; ;29,554;;48,004;;0,48737;E;0,82;;1005,9;;97,9;;
03.02.2019;08:00;61,250; ;22,067;;36,309;;0,46718;E;0,89;;1006,7;;97,7;;
03.02.2019;09:00;60,402; ;24,687;;44,488;;0,44191;E;0,63;;1007,5;;98,3;;
03.02.2019;10:00;59,065; ;32,131;;84,345;;0,43494;E;1,50;;1008,3;;95,4;;
03.02.2019;11:00;57,440; ;31,877;;82,878;;0,42229;E;3,03;;1009,1;;87,6;;
03.02.2019;12:00;55,684; ;26,890;;70,383;;0,41360;E;4,11;;1009,9;;81,2;;
03.02.2019;13:00;53,739; ;33,514;;88,894;;0,42284;E;4,32;;1010,5;;79,0;;
03.02.2019;14:00;51,757; ;34,249;;95,179;;0,42543;E;4,28;;1011,1;;79,6;;
03.02.2019;15:00;49,791; ;32,682;;92,396;;0,43305;E;4,64;;1011,7;;79,1;;
03.02.2019;16:00;47,715; ;32,726;;84,026;;0,44300;E;4,34;;1012,2;;83,4;;
03.02.2019;17:00;45,640; ;38,185;;90,777;;0,45416;E;4,33;;1012,7;;81,6;;
03.02.2019;18:00;43,128; ;61,426;;185,636;;0,49610;E;3,65;;1013,3;;83,3;;
03.02.2019;19:00;40,566; ;83,001;;267,053;;0,58276;E;2,69;;1014,2;;87,0;;
03.02.2019;20:00;38,464; ;76,217;;219,699;;0,64620; ;1,81;;1014,7;;90,1;;
03.02.2019;21:00;35,930; ;74,463;;209,029;;0,72441; ;1,22;;1015,2;;92,3;;
03.02.2019;22:00;33,367; ;71,084;;170,662;;0,76247; ;0,69;;1016,0;;94,1;;
03.02.2019;23:00;31,026; ;70,386;;207,623;;0,80477; ;0,18;;1016,5;;95,4;;
04.02.2019;00:00;28,923; ;55,216;;104,159;;0,81916; ;-0,30;;1016,7;;96,2;;
04.02.2019;01:00;26,868; ;49,015;;91,779;;0,81268; ;-0,44;;1017,1;;97,4;;
04.02.2019;02:00;24,334; ;35,433;;53,644;;0,74996; ;-0,40;;1017,0;;97,9;;
04.02.2019;03:00;21,726; ;33,882;;47,693;;0,64838; ;-0,51;;1017,5;;97,9;;
04.02.2019;04:00;19,606; ;33,713;;52,152;;0,57059;E;-0,62;;1017,8;;98,2;;
04.02.2019;05:00;18,066; ;;*;;*;0,48113;E;-0,36;;1017,7;;98,3;;
04.02.2019;06:00;17,054; ;42,675;;89,386;;0,45373;E;0,12;;1017,7;;94,2;;
04.02.2019;07:00;16,641; ;46,302;;109,787;;0,42140;E;0,27;;1017,6;;94,3;;
04.02.2019;08:00;16,598; ;69,842;;269,921;;0,47261;E;0,61;;1018,0;;93,9;;
04.02.2019;09:00;16,846; ;55,628;;236,943;;0,53263;E;0,82;;1017,8;;92,7;;
04.02.2019;10:00;17,094; ;50,970;;198,502;;0,56557;E;1,88;;1017,7;;85,9;;
04.02.2019;11:00;17,332; ;;*;;*;0,59791;E;2,29;;1017,4;;81,3;;
04.02.2019;12:00;17,595; ;;*;;*;0,62239; ;2,93;;1017,1;;75,4;;
04.02.2019;13:00;18,011; ;;*;;*;0,63448; ;3,44;;1016,7;;72,1;;
04.02.2019;14:00;18,634; ;;*;;*;0,64393; ;4,09;;1016,3;;68,2;;
04.02.2019;15:00;19,338; ;55,917;;190,979;;0,64028; ;4,38;;1015,9;;66,3;;
04.02.2019;16:00;20,068; ;64,421;;198,671;;0,60065; ;4,45;;1015,3;;64,4;;
04.02.2019;17:00;20,645; ;68,546;;208,959;;0,58108;E;4,34;;1014,8;;63,9;;
04.02.2019;18:00;21,212; ;53,327;;162,653;;0,60356; ;4,28;;1014,5;;63,2;;
04.02.2019;19:00;21,439; ;45,071;;116,506;;0,59953;E;4,10;;1014,6;;63,7;;
04.02.2019;20:00;21,184; ;45,063;;92,046;;0,59798;E;3,96;;1014,5;;64,0;;
04.02.2019;21:00;21,065; ;33,272;;64,989;;0,58872;E;3,87;;1014,5;;63,5;;
04.02.2019;22:00;20,944; ;26,448;;48,792;;0,55850;E;3,90;;1014,6;;63,4;;
04.02.2019;23:00;20,647; ;23,118;;39,113;;0,52537;E;3,78;;1014,8;;67,5;;
05.02.2019;00:00;20,394; ;19,755;;27,442;;0,47163;E;3,32;;1014,9;;75,9;;
05.02.2019;01:00;20,379; ;18,109;;22,350;;0,41505;E;2,48;;1015,1;;87,5;;
05.02.2019;02:00;20,533; ;16,540;;19,166;;0,35796;E;2,24;;1015,3;;92,4;;
05.02.2019;03:00;20,605; ;14,502;;18,196;;0,33104;E;2,08;;1015,6;;95,7;;
05.02.2019;04:00;20,566; ;15,780;;18,881;;0,30985;E;2,31;;1015,8;;95,1;;
05.02.2019;05:00;20,584; ;18,013;;27,606;;0,30003;E;2,30;;1016,0;;96,5;;
05.02.2019;06:00;20,589; ;27,672;;60,311;;0,30784;E;2,28;;1015,9;;98,6;;
05.02.2019;07:00;20,407; ;38,575;;114,097;;0,34431;E;2,34;;1016,2;;99,6;;
05.02.2019;08:00;20,056; ;63,197;;237,556;;0,43350;E;2,60;;1016,6;;99,5;;
05.02.2019;09:00;19,932; ;59,195;;206,353;;0,48543;E;2,72;;1017,2;;99,5;;
05.02.2019;10:00;20,125; ;54,556;;191,368;;0,52801;E;2,87;;1018,0;;99,1;;
05.02.2019;11:00;20,249; ;;*;;*;0,55997;E;;*;;*;;*;
05.02.2019;12:00;21,199; ;48,580;;203,054;;0,62456; ;3,33;;1018,8;;98,3;;
05.02.2019;13:00;21,874; ;61,490;;208,889;;0,66865; ;3,92;;1018,7;;95,4;;
05.02.2019;14:00;21,992; ;53,512;;179,061;;0,70751; ;4,29;;1018,7;;92,0;;
05.02.2019;15:00;22,041; ;54,479;;195,119;;0,73506; ;4,52;;1018,8;;90,1;;
05.02.2019;16:00;22,113; ;70,959;;275,150;;0,71008; ;4,53;;1018,9;;89,2;;
05.02.2019;17:00;22,275; ;72,410;;282,913;;0,76933; ;4,52;;1019,0;;88,6;;
05.02.2019;18:00;22,474; ;81,726;;289,680;;0,83048; ;4,31;;1019,1;;88,9;;
05.02.2019;19:00;22,872; ;56,730;;193,605;;0,83358; ;3,98;;1019,2;;90,3;;
05.02.2019;20:00;23,363; ;47,517;;132,181;;0,81462; ;3,78;;1019,0;;90,3;;
05.02.2019;21:00;24,385; ;44,997;;121,634;;0,80743; ;3,83;;1018,9;;90,4;;
05.02.2019;22:00;25,842; ;48,609;;102,511;;0,78456; ;3,91;;1018,9;;90,4;;
05.02.2019;23:00;27,215; ;;*;;*;0,76088; ;4,00;;1018,9;;90,0;;
06.02.2019;00:00;28,389; ;38,230;;57,564;;0,71358; ;3,86;;1019,0;;88,9;;
06.02.2019;01:00;29,555; ;35,324;;47,028;;0,61203; ;3,73;;1018,3;;89,6;;
06.02.2019;02:00;30,336; ;30,722;;38,310;;0,51667;E;3,33;;1018,1;;91,0;;
06.02.2019;03:00;30,844; ;32,980;;45,110;;0,45202;E;2,78;;1017,6;;91,2;;
06.02.2019;04:00;31,067; ;27,703;;34,007;;0,41412;E;2,69;;1017,1;;89,3;;
06.02.2019;05:00;30,780; ;24,700;;34,833;;0,37740;E;3,12;;1016,2;;85,6;;
06.02.2019;06:00;30,055; ;35,806;;71,563;;0,36279;E;3,57;;1015,3;;81,9;;
06.02.2019;07:00;29,121; ;45,316;;120,278;;0,36111;E;3,73;;1014,7;;77,7;;
06.02.2019;08:00;28,417; ;71,715;;310,155;;0,45101;E;4,04;;1014,5;;76,0;;
06.02.2019;09:00;27,662; ;68,262;;230,659;;0,49337;E;4,45;;1014,2;;72,1;;
06.02.2019;10:00;26,971; ;60,449;;185,971;;0,53256;E;5,22;;1014,1;;67,7;;
06.02.2019;11:00;26,495; ;48,759;;141,904;;0,55940;E;5,60;;1014,1;;66,8;;
06.02.2019;12:00;25,652; ;58,056;;155,647;;0,58633;E;6,01;;1013,9;;65,6;;
06.02.2019;13:00;25,081; ;56,714;;168,074;;0,61615; ;6,43;;1013,6;;65,4;;
06.02.2019;14:00;24,811; ;62,003;;192,565;;0,63956; ;6,88;;1013,1;;66,0;;
06.02.2019;15:00;24,689; ;76,419;;203,103;;0,65241; ;6,87;;1012,5;;73,6;;
06.02.2019;16:00;24,680; ;71,577;;230,317;;0,60976; ;7,33;;1012,0;;72,6;;
06.02.2019;17:00;24,695; ;98,854;;333,542;;0,64776; ;7,63;;1011,5;;74,0;;
06.02.2019;18:00;24,648; ;99,739;;304,815;;0,70778; ;7,81;;1011,1;;73,3;;
06.02.2019;19:00;24,533; ;83,737;;269,405;;0,76695; ;7,88;;1010,7;;71,0;;
06.02.2019;20:00;24,616; ;72,745;;205,779;;0,81345; ;7,94;;1010,3;;65,9;;
06.02.2019;21:00;24,222; ;65,806;;168,978;;0,84713; ;7,96;;1009,8;;65,8;;
06.02.2019;22:00;23,356; ;61,800;;142,911;;0,86354; ;7,72;;1009,2;;68,8;;
06.02.2019;23:00;22,457; ;46,304;;81,841;;0,84648; ;7,42;;1008,6;;68,0;;
07.02.2019;00:00;21,626; ;;*;;*;0,80987; ;6,79;;1007,8;;76,5;;
07.02.2019;01:00;20,753; ;22,208;;25,827;;0,73134; ;6,47;;1007,1;;79,6;;
07.02.2019;02:00;20,133; ;22,361;;28,415;;0,63306; ;6,30;;1006,1;;83,3;;
07.02.2019;03:00;19,809; ;25,930;;33,048;;0,54496;E;6,03;;1005,0;;87,2;;
07.02.2019;04:00;19,708; ;25,904;;30,493;;0,47589;E;5,90;;1003,8;;86,8;;
07.02.2019;05:00;19,898; ;19,223;;24,985;;0,41586;E;5,57;;1002,7;;86,4;;
07.02.2019;06:00;20,126; ;26,118;;50,987;;0,37551;E;5,48;;1001,4;;92,2;;
07.02.2019;07:00;20,453; ;39,281;;100,875;;0,36971;E;5,54;;1000,5;;92,8;;
07.02.2019;08:00;20,737; ;73,451;;231,207;;0,41348;E;6,02;;999,7;;91,7;;
07.02.2019;09:00;20,988; ;55,080;;174,018;;0,46484;E;6,50;;999,1;;93,0;;
07.02.2019;10:00;21,221; ;53,577;;152,507;;0,49375;E;6,77;;998,8;;93,9;;
07.02.2019;11:00;21,324; ;56,391;;148,951;;0,51903;E;7,29;;998,8;;91,6;;
07.02.2019;12:00;21,360; ;45,771;;136,549;;0,53819;E;8,04;;999,1;;87,3;;
07.02.2019;13:00;21,211; ;36,960;;112,830;;0,56381;E;9,03;;999,0;;73,9;;
07.02.2019;14:00;21,096; ;48,198;;132,290;;0,56685;E;9,40;;998,8;;65,2;;
07.02.2019;15:00;20,940; ;47,790;;136,176;;0,56649;E;9,28;;998,8;;64,3;;
07.02.2019;16:00;20,650; ;50,103;;139,131;;0,52402;E;9,30;;998,9;;63,1;;
07.02.2019;17:00;20,266; ;60,980;;162,657;;0,51226;E;9,19;;998,8;;62,0;;
07.02.2019;18:00;19,856; ;54,568;;139,082;;0,51487;E;9,02;;999,1;;60,9;;
07.02.2019;19:00;19,344; ;42,483;;96,439;;0,51613;E;8,75;;999,6;;62,4;;
07.02.2019;20:00;18,565; ;30,646;;71,471;;0,50560;E;8,24;;1000,2;;67,4;;
07.02.2019;21:00;17,863; ;26,889;;52,826;;0,48290;E;7,70;;1000,7;;72,1;;
07.02.2019;22:00;17,368; ;20,161;;36,977;;0,46797;E;7,57;;1001,0;;72,1;;
07.02.2019;23:00;17,012; ;16,957;;30,844;;0,44445;E;7,43;;1001,9;;73,8;;
08.02.2019;00:00;16,697; ;13,477;;20,619;;0,41295;E;7,24;;1002,6;;75,6;;
08.02.2019;01:00;16,430; ;;*;;*;0,35878;E;7,04;;1003,0;;77,4;;
08.02.2019;02:00;16,255; ;9,270;;12,392;;0,31243;E;6,88;;1003,3;;78,5;;
08.02.2019;03:00;16,045; ;11,095;;13,332;;0,26906;E;6,69;;1003,4;;79,1;;
08.02.2019;04:00;15,853; ;13,711;;16,594;;0,24749;E;6,44;;1003,7;;79,7;;
08.02.2019;05:00;15,689; ;13,259;;19,042;;0,23889;E;6,23;;1003,7;;80,0;;
08.02.2019;06:00;15,635; ;29,582;;61,088;;0,24280;E;6,43;;1003,5;;79,5;;
08.02.2019;07:00;15,565; ;34,494;;104,089;;0,26219;E;6,31;;1003,2;;83,4;;
08.02.2019;08:00;15,444; ;63,366;;203,606;;0,34149;E;6,22;;1002,9;;87,8;;
08.02.2019;09:00;15,524; ;47,689;;154,230;;0,37988;E;6,23;;1003,1;;90,9;;
08.02.2019;10:00;15,524; ;51,404;;133,831;;0,40435;E;6,29;;1003,0;;92,1;;
08.02.2019;11:00;15,353; ;44,249;;128,828;;0,42488;E;6,88;;1002,6;;87,7;;
08.02.2019;12:00;15,086; ;42,555;;126,084;;0,44040;E;7,65;;1002,4;;81,3;;
08.02.2019;13:00;14,843; ;48,348;;134,135;;0,47078;E;8,32;;1001,9;;77,9;;
08.02.2019;14:00;14,519; ;50,932;;160,164;;0,49514;E;8,73;;1001,1;;75,3;;
08.02.2019;15:00;14,154; ;55,594;;150,993;;0,50255;E;8,92;;1000,1;;74,8;;
08.02.2019;16:00;13,785; ;42,247;;152,802;;0,46503;E;9,07;;999,3;;74,3;;
08.02.2019;17:00;13,454; ;46,371;;123,766;;0,46767;E;9,12;;998,6;;73,9;;
08.02.2019;18:00;13,180; ;47,626;;113,180;;0,48061;E;8,83;;998,0;;75,3;;
08.02.2019;19:00;13,017; ;36,842;;96,392;;0,50458;E;8,79;;997,2;;74,5;;
08.02.2019;20:00;12,928; ;44,109;;97,740;;0,51454;E;8,84;;996,5;;73,2;;
08.02.2019;21:00;12,866; ;25,142;;53,519;;0,49155;E;8,86;;995,6;;72,7;;
08.02.2019;22:00;12,794; ;20,373;;57,017;;0,46479;E;8,90;;994,6;;72,8;;
08.02.2019;23:00;12,680; ;25,229;;52,432;;0,44903;E;8,90;;993,8;;72,7;;
09.02.2019;00:00;12,523; ;17,073;;28,973;;0,40815;E;8,88;;993,1;;71,9;;
09.02.2019;01:00;12,341; ;13,860;;27,404;;0,37339;E;8,01;;992,5;;82,4;;
09.02.2019;02:00;12,169; ;;*;;*;0,34188;E;7,00;;992,0;;91,9;;
09.02.2019;03:00;11,933; ;10,408;;14,360;;0,30210;E;6,83;;991,3;;93,5;;
09.02.2019;04:00;11,656; ;12,603;;21,596;;0,28388;E;6,85;;990,6;;93,0;;
09.02.2019;05:00;11,353; ;9,421;;13,984;;0,26649;E;6,89;;990,2;;92,3;;
09.02.2019;06:00;10,972; ;12,263;;23,959;;0,25245;E;7,28;;990,2;;88,6;;
09.02.2019;07:00;10,547; ;13,580;;22,720;;0,23076;E;6,94;;990,6;;91,1;;
09.02.2019;08:00;10,266; ;15,103;;26,152;;0,22463;E;7,19;;991,3;;85,0;;
09.02.2019;09:00;9,854; ;12,973;;24,714;;0,22179;E;7,73;;991,9;;77,1;;
09.02.2019;10:00;9,518; ;19,313;;44,275;;0,22825;E;8,15;;992,7;;72,6;;
09.02.2019;11:00;9,388; ;18,681;;44,449;;0,23812;E;8,63;;993,1;;68,3;;
09.02.2019;12:00;9,396; ;24,819;;60,351;;0,24842;E;8,58;;993,5;;70,4;;
09.02.2019;13:00;9,532; ;28,554;;67,964;;0,26528;E;8,75;;993,5;;70,8;;
09.02.2019;14:00;9,642; ;24,696;;56,133;;0,27300;E;9,53;;993,6;;62,4;;
09.02.2019;15:00;9,741; ;35,103;;78,362;;0,28822;E;9,31;;993,9;;66,3;;
09.02.2019;16:00;9,908; ;24,644;;61,956;;0,30643;E;7,41;;994,6;;84,0;;
09.02.2019;17:00;10,176; ;29,490;;66,020;;0,31694;E;9,05;;994,8;;67,6;;
09.02.2019;18:00;10,328; ;33,835;;76,657;;0,32381;E;8,97;;995,5;;66,8;;
09.02.2019;19:00;10,551; ;39,760;;83,511;;0,32768;E;8,40;;996,5;;73,1;;
09.02.2019;20:00;10,782; ;24,644;;54,052;;0,32947;E;8,36;;997,2;;72,4;;
09.02.2019;21:00;10,944; ;25,145;;52,714;;0,32464;E;8,23;;997,6;;71,6;;
09.02.2019;22:00;11,109; ;19,643;;44,151;;0,32187;E;7,89;;998,0;;74,4;;
09.02.2019;23:00;11,375; ;18,206;;38,486;;0,31109;E;7,76;;997,9;;75,7;;
10.02.2019;00:00;11,693; ;16,537;;32,141;;0,29802;E;8,13;;997,8;;74,1;;
10.02.2019;01:00;12,056; ;17,191;;28,460;;0,29535;E;8,02;;997,3;;74,4;;
10.02.2019;02:00;12,398; ;17,894;;28,124;;0,28298;E;8,03;;996,5;;74,1;;
10.02.2019;03:00;12,801; ;;*;;*;0,26683;E;7,77;;995,5;;75,7;;
10.02.2019;04:00;13,209; ;13,993;;21,602;;0,24507;E;7,50;;994,2;;78,7;;
10.02.2019;05:00;13,613; ;12,680;;18,724;;0,22842;E;7,43;;993,0;;82,5;;
10.02.2019;06:00;13,959; ;14,492;;21,988;;0,22148;E;6,70;;991,4;;91,8;;
10.02.2019;07:00;14,102; ;13,083;;18,662;;0,20962;E;6,18;;989,5;;93,2;;
10.02.2019;08:00;13,977; ;8,395;;10,882;;0,20037;E;5,91;;986,9;;95,8;;
10.02.2019;09:00;13,775; ;11,023;;17,606;;0,19401;E;6,25;;985,2;;96,0;;
10.02.2019;10:00;13,553; ;19,059;;32,068;;0,20363;E;6,65;;983,2;;97,1;;
10.02.2019;11:00;13,286; ;22,205;;41,606;;0,21471;E;7,41;;981,6;;97,3;;
10.02.2019;12:00;13,007; ;16,643;;35,989;;0,23235;E;8,24;;980,8;;97,3;;
10.02.2019;13:00;12,621; ;19,376;;42,181;;0,25439;E;8,91;;979,7;;93,4;;
10.02.2019;14:00;12,312; ;21,633;;44,921;;0,27274;E;8,83;;979,1;;94,6;;
10.02.2019;15:00;12,074; ;21,929;;46,393;;0,29157;E;8,56;;979,2;;90,7;;
10.02.2019;16:00;11,725; ;24,889;;50,834;;0,31357;E;8,23;;979,8;;84,7;;
10.02.2019;17:00;11,278; ;24,936;;51,614;;0,32529;E;7,75;;980,2;;84,8;;
10.02.2019;18:00;11,059; ;33,841;;64,286;;0,33132;E;7,55;;980,8;;85,2;;
10.02.2019;19:00;10,804; ;32,382;;67,703;;0,33932;E;7,00;;981,8;;87,9;;
10.02.2019;20:00;10,432; ;21,793;;44,350;;0,34241;E;6,20;;983,3;;88,7;;
10.02.2019;21:00;10,042; ;20,790;;38,991;;0,33744;E;5,06;;984,9;;92,5;;
10.02.2019;22:00;9,876; ;15,221;;30,910;;0,32979;E;4,34;;986,6;;95,5;;
10.02.2019;23:00;9,569; ;13,044;;25,205;;0,31731;E;4,14;;988,4;;96,8;;
