Datum;Uhrzeit;Braunschweig_VS;Goettingen_VS;Hannover_VS;Osnabrueck_VS;Oldenburg_VS;Hannover;Jadebusen;Osnabrueck;Ostfriesische_Inseln;Ostfriesland
23.04.23;15:00;20,607;10,735;21,681;30,489;25,165;5,236;3,009;4,055;4,359;3,419
23.04.23;16:00;19,099;14,512;17,844;29,284;28,07;12,731;2,77;4,22;3,482;4,258
23.04.23;17:00;26,787;13,724;15,075;32,729;29,227;9,607;3,327;5,489;4,593;5,528
23.04.23;18:00;20,773;23,967;19,892;25,869;31,536;5,93;5,88;6,773;8,386;4,093
23.04.23;19:00;26,442;22,589;17,084;30,554;28,752;10,476;10,482;7,199;4,615;4,963
23.04.23;20:00;26,347;26,633;15,724;45,35;37,265;13,364;4,866;10,573;5,6;8,793
23.04.23;21:00;24,007;20,382;16,832;29,591;25,491;13,352;3,927;10,012;3,413;8,985
23.04.23;22:00;17,264;14,094;18,988;23,792;26,726;14,786;4,809;8,046;4,803;7,233
23.04.23;23:00;11,422;11,328;15,216;9,555;25,997;12,577;5,111;5,98;;8,508
24.04.23;00:00;14,083;7,733;8,354;7,181;21,409;5,452;4,389;5,444;6,434;5,946
24.04.23;01:00;10,882;5,901;6,654;6,004;14,727;4,294;;;4,247;4,028
24.04.23;02:00;9,684;5,352;;;;4,366;7,806;4,964;4,089;4,997
24.04.23;03:00;;7,573;8,287;5,284;11,332;4,863;3,96;4,592;4,48;4,03
24.04.23;04:00;13,284;7,855;20,928;5,791;11,041;7,335;4,159;5,771;3,862;6,692
24.04.23;05:00;33,091;;44,808;12,879;14,01;;4,326;6,812;4,048;
24.04.23;06:00;54,485;26,729;64,907;25,682;18,56;8,474;5,491;8,182;4,131;7,897
24.04.23;07:00;55,134;23,394;45,927;34,865;30,611;12,377;5,779;8,975;4,195;7,135
24.04.23;08:00;45,977;13,031;39,957;39,838;38,772;6,836;5,528;10,035;6,648;11,551
24.04.23;09:00;31,645;13,051;36,762;38,269;39,28;6,9;5,749;9,623;6,807;18,173
24.04.23;10:00;37,39;13,767;27,602;35,515;43,934;6,002;5,427;10,716;4,507;9,001
24.04.23;11:00;28,781;13,865;34,926;41,23;42,824;5,715;5,841;11,24;4,242;7,49
24.04.23;12:00;24,373;14,924;35,272;41,519;41,361;8,65;5,043;10,951;3,545;6,503
24.04.23;13:00;22,44;12,563;45,764;44,071;38,546;7,593;4,619;8,56;2,696;7,09
24.04.23;14:00;22,965;16,149;38,787;38,218;33,876;7,824;5,182;8,668;20,827;7,146
24.04.23;15:00;25,084;10,296;44,299;41,473;43,032;7,142;6,097;8,225;7,123;5,972
24.04.23;16:00;20,562;13,071;42,526;33,661;49,797;4,743;7,619;6,801;3,327;6,268
24.04.23;17:00;19,941;13,149;43,057;34,48;47,102;5,178;5,304;7,622;2,512;5,893
24.04.23;18:00;18,271;11,788;37,965;21,584;39,184;6,811;4,022;5,893;2,267;6,584
24.04.23;19:00;14,414;12,067;33,822;21,091;20,8;6,027;3,836;6,25;3,337;6,202
24.04.23;20:00;13,377;9,277;21,218;23,466;17,935;6,325;3,722;8,609;2,646;6,553
24.04.23;21:00;12,746;11,066;26,796;23,157;16,503;6,378;4,429;10,126;2,975;6,55
24.04.23;22:00;13,698;14,179;24,364;14,61;16,51;5,507;4,254;8,979;3,237;7,42
24.04.23;23:00;10,751;15,677;9,862;8,29;10,826;4,803;3,533;7,7;1,706;3,909
25.04.23;00:00;7,189;8,204;10,834;7,879;10,885;4,682;3,146;7,27;;3,305
25.04.23;01:00;5,953;12,343;8,243;6,347;9,086;4,628;2,459;7,995;2,433;2,993
25.04.23;02:00;5,431;10,711;8,93;6,153;8,907;4,683;;;2,067;3,062
25.04.23;03:00;5,47;12,637;;;;4,479;2,017;7,885;2,009;3,02
25.04.23;04:00;;11,296;8,818;5,515;14,8;4,191;2,013;8,22;1,657;3,221
25.04.23;05:00;9,724;14,314;30,745;19,171;19,563;5,632;3,03;5,784;1,461;4,825
25.04.23;06:00;24,989;18,971;50,032;29,973;31,013;9,082;4,669;9,565;1,547;5,599
25.04.23;07:00;27,883;41,441;51,109;49,818;48,257;10,71;2,906;12,234;1,901;8,007
25.04.23;08:00;26,709;56,839;46,088;40,43;43,976;7,384;2,743;10,808;1,876;6,855
25.04.23;09:00;18,03;33,529;30,424;46,521;39,674;6,069;3,54;10,268;1,75;5,325
25.04.23;10:00;20,763;27,202;31,938;25,847;36,947;5,882;1,82;8,508;1,491;5,13
25.04.23;11:00;20,574;25,86;24,886;30,646;25,153;4,944;2,599;8,117;1,489;5,055
25.04.23;12:00;21,079;20,571;33,248;32,619;24,282;5,498;1,972;9,364;1,465;4,082
25.04.23;13:00;20,039;18,026;34,672;35,778;17,079;6,547;1,95;6,79;1,248;4,281
25.04.23;14:00;16,711;16,932;28,408;31,565;16,043;4,882;2,201;8,929;1,51;4,371
25.04.23;15:00;18,771;12,709;35,607;32,892;17,684;6,324;2,13;6,487;1,998;4,463
25.04.23;16:00;18,348;17,745;35,023;33,085;21,917;5,109;1,84;6,943;1,802;3,986
25.04.23;17:00;27,843;12,646;38,186;44,082;21,019;5,049;1,967;8,3;1,257;3,694
25.04.23;18:00;19,82;18,632;39,973;29,949;14,627;5,499;2,282;7,108;1,372;3,789
25.04.23;19:00;20,13;17,668;31,073;25,502;17,512;5,329;2,622;11,271;1,57;4,245
25.04.23;20:00;16,21;13,279;24,471;28,949;19,279;6,918;2,816;6,707;2,724;4,119
25.04.23;21:00;14,051;9,274;36,046;26,941;27,246;7,994;3,412;7,298;1,3;5,366
25.04.23;22:00;15,991;10,342;30,136;28,762;24,812;9,966;2,508;7,444;1,362;4,59
25.04.23;23:00;10,569;;21,275;30,792;16,241;;2,834;7,886;1,298;
26.04.23;00:00;7,997;8,724;12,59;39,427;12,684;4,967;3,577;8,262;1,568;4,77
26.04.23;01:00;8,747;12,332;8,438;22,441;10,532;4,55;3,446;6,748;;6,671
26.04.23;02:00;7,138;11,164;8,701;17,098;9,362;4,628;3,122;7,333;1,522;3,435
26.04.23;03:00;6,073;11,126;9,386;16,3;9,332;5,284;;;1,387;4,583
26.04.23;04:00;7,648;13,64;;;;4,996;1,489;6,628;1,405;6,781
26.04.23;05:00;;24,884;38,601;29,265;13,36;6,6;3,105;6,858;1,477;6,238
26.04.23;06:00;22,938;39,052;53,454;52,755;26,696;8,182;5,431;10,03;1,147;10,72
26.04.23;07:00;33,518;51,333;53,81;61,719;51,739;9,785;6,442;12,174;1,162;13,715
26.04.23;08:00;34,057;43,076;48,061;53,648;46,074;8,111;2,938;11,082;1,515;8,366
26.04.23;09:00;21,619;26,577;36,275;35,09;47,413;5,9;4,985;9,766;1,435;6,429
26.04.23;10:00;18,38;16,514;35,13;37,795;42,329;4,833;2,494;5,883;1,239;6,017
26.04.23;11:00;21,691;20,19;8,681;37,103;27,619;4,076;1,933;7,815;1,311;9,103
26.04.23;12:00;19,817;16,669;37,267;38,088;27,465;3,606;2,459;5,449;1,314;4,741
26.04.23;13:00;25,001;22,295;37,49;32,676;31,275;3,365;;5,007;1,482;5,198
26.04.23;14:00;17,996;21,769;39,353;32,018;24,634;3,526;;4,306;1,976;5,231
26.04.23;15:00;20,467;21,009;40,308;43,626;21,116;6,121;1,723;6,751;1,529;5,658
26.04.23;16:00;25,492;25,55;48,62;34,907;41,99;5,836;2,16;9,748;1,942;4,752
26.04.23;17:00;25,038;21,274;44,708;32,052;47,921;5,52;1,852;7,724;1,178;5,794
26.04.23;18:00;25,257;22,254;42,143;41,734;39,141;6,202;2;14,227;1,492;5,364
26.04.23;19:00;27,22;20,123;41,675;30,278;29,574;6,864;2,097;10,22;1,419;4,669
26.04.23;20:00;34,956;31,856;45,39;41,336;32,83;8,91;5,33;12,333;1,377;4,918
26.04.23;21:00;25,209;53,053;50,42;41,402;36,865;11,391;1,591;11,114;1,267;6,029
26.04.23;22:00;18,663;51,496;38,317;36,752;29,731;10,658;2,216;16,377;1,069;6,396
26.04.23;23:00;14,062;29,944;22,495;31,745;27,155;9;3,407;20,094;1,582;6,824
27.04.23;00:00;12,417;;14,52;23,148;21,445;;3,186;11,44;1,41;
27.04.23;01:00;9,709;28,851;11,664;21,185;20,928;8,335;3,212;9,24;1,265;12,282
27.04.23;02:00;10,806;26,459;12,293;20,171;18,01;8,797;2,838;6,147;;5,744
27.04.23;03:00;11,632;21,598;14,115;29,947;19,42;8,797;3,071;7,067;1,398;8,51
27.04.23;04:00;13,686;23,836;17,921;31,291;17,757;11,532;;;1,107;13,949
27.04.23;05:00;19,47;32,511;;;;10,763;4,593;10,088;1,449;14,119
27.04.23;06:00;35,109;42,902;64,692;58,348;43,736;14,153;6,116;11,85;1,686;39,043
27.04.23;07:00;44,205;55,155;62,031;73,059;64,107;15,071;12,831;37,994;1,948;40,056
27.04.23;08:00;51,41;59,308;58,625;79,168;57,955;13,461;9,124;34,228;2,308;28,617
27.04.23;09:00;59,32;30,603;44,778;40,32;55,041;8,406;3,171;8,697;2,865;19,42
27.04.23;10:00;25,205;27,695;31,222;34,024;45,218;9,057;2,886;4,657;2,278;9,332
27.04.23;11:00;24,226;22,583;31,883;32,716;56,169;;2,44;4,526;2,931;8,259
27.04.23;12:00;30,577;19,288;34,653;20,814;38,365;;2,957;4,567;2,104;5,972
27.04.23;13:00;24,752;16,559;37,737;24,651;35,7;;4,229;4,863;2,323;6,419
27.04.23;14:00;28,573;12,898;25,595;20,026;37,444;6,453;3,819;3,846;2,24;5,752
27.04.23;15:00;32,372;23,143;32,12;27,69;37,002;5,665;3,552;3,082;2,113;6,292
27.04.23;16:00;24,61;38,445;37,886;19,803;46,158;6,285;2,583;2,933;1,847;6,829
27.04.23;17:00;22,808;26,984;27,643;14,027;48,341;8,451;2,728;3,264;3,763;4,676
27.04.23;18:00;29,102;20,899;26,53;16,26;41,154;4,843;2,879;3,938;2,488;4,019
27.04.23;19:00;15,849;16,839;23,716;17,284;29,546;8,342;8,471;5,914;1,611;5,649
27.04.23;20:00;26,665;26,393;17,618;19,15;17,644;14,176;3,852;7,425;1,522;6,862
27.04.23;21:00;27,118;30,101;24,234;28,996;28,342;21,763;4,518;9,894;1,702;6,616
27.04.23;22:00;33,191;45,002;23,185;29,504;33,179;22,504;3,09;10,792;2,569;7,935
27.04.23;23:00;;30,479;21,91;21,057;25,948;20,688;7,716;9,155;2,87;10,606
28.04.23;00:00;16,295;14,089;19,043;19,557;18,023;18,062;8,002;6,78;5,386;10,524
28.04.23;01:00;13,076;;15,534;14,878;15,241;;12,496;6,591;2,777;
28.04.23;02:00;10,207;6,849;11,866;11,596;18,587;11,383;8,191;7,691;3,25;9,837
28.04.23;03:00;9,096;7,373;9,926;14,05;17,325;10,703;8,369;8,019;;9,326
28.04.23;04:00;9,729;10,434;12,22;19,997;21,818;11,544;14,734;8,881;4,77;8,903
28.04.23;05:00;12,741;14,338;15,122;23,212;20,133;14,295;;;3,615;7,926
28.04.23;06:00;21,185;38,855;24,407;41,238;29,228;20,072;9,953;18,54;5,354;9,642
28.04.23;07:00;25,698;57,168;29,706;43,672;53,614;21,737;14,608;24,919;6,15;14,293
28.04.23;08:00;27,02;43,945;33,523;43,042;50,805;18,927;20,193;21,017;8,929;13,483
28.04.23;09:00;23,918;40,534;20,683;42,784;53,551;13,746;15,131;23,847;10,483;10,316
28.04.23;10:00;27,38;35,18;20,257;38,851;49,306;12,385;12,159;21,58;10,52;11,094
28.04.23;11:00;26,272;35,082;26,739;36,596;45,287;14,941;7,271;19,46;9,831;12,167
28.04.23;12:00;27,405;29,054;29,817;31,733;46,856;13,508;8,474;14,743;8,133;12,407
28.04.23;13:00;25,335;26,849;26,685;31,555;51,434;16,184;9,73;10,007;7,663;12,715
28.04.23;14:00;27,141;36,147;25,363;37,892;48,249;17,938;9,314;8,921;8,073;12,713
28.04.23;15:00;22,652;29,081;28,136;53,678;49,033;21,15;16,544;8,138;9,792;13,128
28.04.23;16:00;25,898;27,584;29,499;57,825;55,462;22,392;12,65;9,462;8,857;15,923
28.04.23;17:00;24,702;31,99;26,591;56,68;57,88;19,934;8,178;12,179;9,423;16,465
28.04.23;18:00;21,573;35,859;29,968;50,69;67,525;15,027;12,796;16,299;9,239;13,353
28.04.23;19:00;22,119;34,289;26,118;33,465;59,123;18,61;18,432;11,343;7,271;13,212
28.04.23;20:00;28,672;44,312;27,157;28,941;46,923;19,437;13,333;10,508;10,47;10,856
28.04.23;21:00;26,871;33,218;28,467;24,284;38,842;19,223;9,726;9,506;10,226;14,408
28.04.23;22:00;24,821;24,884;37,7;22,865;27,049;16,218;8,393;8,965;8,832;18,119
28.04.23;23:00;24,636;25,042;;;;10,004;6,629;8,013;6,458;12,165
29.04.23;00:00;;24,724;17,527;13,282;22,871;9,195;17,447;9,523;11,736;13,838
29.04.23;01:00;14,179;19,784;11,096;12,228;22,102;6,298;11,103;8,408;8,497;9,154
29.04.23;02:00;9,921;;9,398;13,016;20,203;;13,767;11,956;7,035;
29.04.23;03:00;8,655;14,911;11,705;10,908;19,074;8,133;16,962;9,414;7,204;13,056
29.04.23;04:00;9,486;8,84;10,915;10,64;20,572;8,787;10,692;8,39;;8,264
29.04.23;05:00;12,607;11,284;16,674;15,074;23,781;8,641;7,288;9,509;6,757;9,454
29.04.23;06:00;13,882;14,821;16,679;17,634;24,472;8,045;7,596;9,672;7,69;10,11
29.04.23;07:00;14,84;11,968;17,233;23,188;20,495;8,381;7,505;9,306;5,581;9,953
29.04.23;08:00;18,761;14,517;26,921;27,997;20,643;11,372;19,449;10,897;5,166;11,278
29.04.23;09:00;28,342;19,154;25,958;24,039;25,095;10,408;19,198;10,465;4,806;8,949
29.04.23;10:00;27,072;19,156;26,179;26,498;23,69;9,317;5,271;11,109;5,372;6
29.04.23;11:00;22,977;19,369;30,502;20,797;20,74;9,746;2,678;9,035;6,533;5,08
29.04.23;12:00;28,045;24,819;28,628;15,792;20,403;9,517;3,989;6,854;5,517;4,347
29.04.23;13:00;27,893;23,619;26,958;26,168;23,667;8,33;4,063;6,571;3,29;4,847
29.04.23;14:00;31,914;26,904;31,755;28,924;20,021;9,184;2,239;6,254;2,511;3,521
29.04.23;15:00;29,878;29,547;31,756;27,499;18,576;6,879;2,92;5,692;3,597;4,102
29.04.23;16:00;29,737;28,087;31,258;23,59;19,165;7,181;2,427;5,638;1,879;4,181
29.04.23;17:00;26,588;29,7;31,648;38,798;17,55;9,769;2,315;7,269;4,045;4,625
29.04.23;18:00;25,847;28,414;23,727;36,795;16,978;5,636;3,089;6,036;2,344;5,223
29.04.23;19:00;27,657;41,725;30,701;24,709;21,108;7,248;3,406;5,834;2,502;4,987
29.04.23;20:00;28,209;31,184;28,502;32,063;25,585;10,432;5,309;8,523;1,868;5,881
29.04.23;21:00;22,548;26,112;27,182;34,177;24,159;11,642;3,572;11,325;2,118;8,564
29.04.23;22:00;17,053;50,749;26,716;30,17;36,172;9,292;4,117;10,05;2,741;12,024
29.04.23;23:00;14,477;47,447;25,444;35,53;47,872;9,838;;;2,511;12,049
30.04.23;00:00;17,322;36,51;;;;11,333;3,571;12,939;1,386;13,828
30.04.23;01:00;;27,376;23,011;47,191;34,952;10,424;3,505;18,581;1,427;13,201
30.04.23;02:00;9,571;17,885;20,748;14,727;25,784;10,907;3,402;18,921;1,938;22,217
30.04.23;03:00;11,911;;23,288;13,668;31,409;;3,419;14,033;2,846;
30.04.23;04:00;13,22;14,319;19,129;16,944;34,803;9,864;4,811;14,118;2,463;18,599
30.04.23;05:00;15,558;14,425;27,446;23,893;32,133;12,257;5,659;13,969;;28,597
30.04.23;06:00;17,054;16,163;28,941;23,064;36,083;12,58;6,966;20,134;1,771;21,999
30.04.23;07:00;15,584;18,52;21,439;18,174;29,632;11,828;6,996;14,939;1,645;12,968
30.04.23;08:00;8,506;11,165;7,939;11,417;20,612;6,303;6,051;6,918;1,543;4,217
30.04.23;09:00;6,586;9,53;7,457;7,077;16,211;5,385;3,727;4,771;1,586;2,525
30.04.23;10:00;10,142;8,17;9,35;7,542;17,282;4,782;5,744;4,025;1,561;2,442
30.04.23;11:00;14,593;8,544;12,847;11,762;14,879;6,345;3,398;3,732;1,794;2,477
30.04.23;12:00;11,846;9,559;14,053;11,993;15,067;6,569;3,703;4,028;1,486;2,416
30.04.23;13:00;10,547;10,303;11,338;10,1;15,442;5,2;2,661;3,68;1,32;2,361
30.04.23;14:00;7,519;8,711;11,832;6,588;17,97;6,353;3,214;3,66;1,649;2,538
30.04.23;15:00;8,024;8,817;16,602;7,414;17,423;5,178;5,143;3,376;1,963;2,523
30.04.23;16:00;8,354;10,16;11,377;9,088;21,32;5,228;3,002;3,243;2,393;2,663
30.04.23;17:00;8,645;11,849;11,56;8,817;25,608;4,956;4,206;3,475;4,944;2,946
30.04.23;18:00;10,217;15,161;10,935;9,135;24,077;5,531;2,141;3,523;5,472;2,604
30.04.23;19:00;17,418;19,347;12,634;12,492;30,019;5,813;2,986;4,241;9,483;2,727
30.04.23;20:00;17,941;38,941;18,002;16,815;25,936;9,043;7,263;6,34;10,28;5,247
30.04.23;21:00;21,221;41,664;62,79;23,911;26,36;14,009;6,264;9,306;13,579;8,843
30.04.23;22:00;25,169;41,955;85,175;30,522;26,289;20,153;4,092;11,845;4,627;8,652
30.04.23;23:00;23,131;58,335;24,671;23,372;34,83;17,222;4,266;8,786;4,905;11,488
01.05.23;00:00;18,491;39,655;26,236;22,973;25,549;20,288;;;5,811;8,946
01.05.23;01:00;18,688;29,71;;;;18,124;35,678;10,747;5,603;8,325
01.05.23;02:00;;19,268;18,004;25,076;24,282;15,265;9,547;17,507;6,215;6,454
01.05.23;03:00;13,531;18,065;17,799;16,432;27,322;13,779;13,005;20,134;5,587;4,945
01.05.23;04:00;15,994;;15,573;19,442;23,933;;17,479;17,358;5,209;
01.05.23;05:00;21,545;18,435;16,22;21,707;27,897;12,693;12,008;15,463;5,569;11,331
01.05.23;06:00;19,692;18,033;20,366;23,03;33,226;17,33;12,396;12,478;6,35;13,182
01.05.23;07:00;19,652;20,166;15,937;19,039;22,696;14,753;10,888;11,878;6,809;8,318
01.05.23;08:00;17,507;15,779;15,773;14,166;21,195;11,785;9,108;11,268;5,899;7,903
01.05.23;09:00;15,571;14,326;13,452;16,107;21,238;7,472;7,92;10,11;5,299;7,046
01.05.23;10:00;15,035;12,257;11,766;19,599;23,831;6,219;7,679;10,605;4,818;8,473
01.05.23;11:00;17,771;11,911;10,997;26,231;24,985;5,727;6,661;9,651;5,553;10,144
01.05.23;12:00;14,86;9,833;14,301;15,916;20,438;4,904;4,961;5,131;5,68;7,586
01.05.23;13:00;17,964;11,302;16,995;23,816;17,129;3,795;5,287;3,357;4,035;4,095
01.05.23;14:00;20,707;14,605;19,907;22,354;20,682;3,351;6,501;3,475;3,048;4,473
01.05.23;15:00;17,954;11,157;30,83;26,938;25,57;3,43;5,108;3,948;3,263;2,834
01.05.23;16:00;16,436;14,187;21,984;23,625;19,009;3,124;7,492;9,632;3,172;3,314
01.05.23;17:00;18,316;20,497;27,037;32,944;20,756;2,967;6,271;10,792;9,523;3,571
01.05.23;18:00;21,423;28,592;29,521;39,768;19,489;3,904;5,416;8,08;15,167;5,628
01.05.23;19:00;28,35;23,302;33,939;39,529;19,017;4,196;3,112;6,249;18,271;10,913
01.05.23;20:00;27,67;32,87;35,898;35,132;34,65;8,078;8,654;7,865;14,766;15,975
01.05.23;21:00;27,107;22,827;33,749;34,381;33,764;17,916;10,912;9,718;10,221;14,236
01.05.23;22:00;25,966;16,86;28,791;29,62;36,711;11,78;13,333;10,917;6,211;8,927
01.05.23;23:00;17,659;14,93;17,478;43,437;25,315;6,784;10,079;13,924;;4,174
02.05.23;00:00;11,432;11,423;13,466;25,092;20,324;6,998;4,355;15,41;2,79;4,499
02.05.23;01:00;8,701;9,066;17,225;18,759;14,056;9,361;;;2,568;4,698
02.05.23;02:00;9,961;10,087;;;;10,147;2,665;9,27;2,478;3,347
02.05.23;03:00;;8,659;11,852;6,007;8,525;8,256;3,579;9,886;1,932;3,111
02.05.23;04:00;10,66;11,283;13,602;7,258;8,112;6,888;3,178;11,842;1,644;2,868
02.05.23;05:00;16,745;;30,528;17,104;10,825;;2,562;15,074;1,617;
02.05.23;06:00;28,713;42,693;43,679;25,674;18,691;8,443;2,652;12,519;1,435;5,637
02.05.23;07:00;31,067;41,448;31,539;32,54;26,035;11,435;2,157;9,442;1,539;9,171
02.05.23;08:00;34,621;42,4;38,025;35,876;28,431;10,221;2,364;9,044;1,271;7,574
02.05.23;09:00;33,604;25,444;36,686;32,548;37,915;9,546;2,241;8,987;1,406;5,448
02.05.23;10:00;33,042;30,169;25,762;30,282;32,891;8,488;2,008;7,42;1,604;4,684
02.05.23;11:00;29,291;28,963;29,213;29,508;31,971;7,905;2,131;6,8;1,37;4,57
02.05.23;12:00;27,903;23,779;36,578;30,883;;6,392;2,079;7,911;1,185;4,61
02.05.23;13:00;31,082;29,594;33,492;26,452;;5,647;1,952;6,256;1,379;3,823
02.05.23;14:00;21,295;33,506;32,966;35,155;;6,186;1,64;6,688;1,39;3,699
02.05.23;15:00;27,551;33,013;26,781;28,437;33,68;5,957;1,618;5,722;1,179;3,92
02.05.23;16:00;33,773;26,409;33,113;30,436;31,314;5,623;1,684;6,339;1,846;4,388
02.05.23;17:00;24,222;23,885;35,215;35,091;41,439;8,101;1,561;7,408;1,474;3,993
02.05.23;18:00;24,727;29,415;34,804;31,548;29,941;8,795;2,324;8,038;1,367;4,344
02.05.23;19:00;27,338;22,316;30,504;31,185;20,061;10,483;1,981;7,191;1,572;3,973
02.05.23;20:00;22,123;19,777;27,625;23,624;26,941;8,19;3,053;7,284;1,444;4,052
02.05.23;21:00;18,274;24,706;33,451;25,18;22,57;11,326;2,869;8,494;1,278;6,333
02.05.23;22:00;19,346;30,055;47,461;27,109;26,035;13,448;3,063;10,429;1,125;11,545
02.05.23;23:00;15,55;20,673;22,139;23,286;31,038;9,948;2,955;10,463;1,139;11,141
