Datum;Uhrzeit;Braunschweig_VS;Goettingen_VS;Hannover_VS;Osnabrueck_VS;Oldenburg_VS;Hannover;Jadebusen;Osnabrueck;Ostfriesische_Inseln;Ostfriesland
10.03.23;13:00;22,072;22,053;;25,086;41,305;20,79;10,316;13,887;4,829;9,354
10.03.23;14:00;22,226;25,25;;25,134;38,925;20,029;8,704;16,365;5,012;8,586
10.03.23;15:00;20,646;24,548;24,49;21,54;36,751;20,428;8,901;14,662;3,587;9,046
10.03.23;16:00;20,842;49,875;25,526;25,12;34,127;21,728;8,901;15,299;3,784;9,937
10.03.23;17:00;21,164;66,371;21,315;23,267;24,187;19,646;7,352;19,24;3,619;11,582
10.03.23;18:00;17,979;27,437;23,574;19,491;28,741;17,943;6,983;17,082;3,351;11,232
10.03.23;19:00;16,708;39,719;23,12;37,22;22,172;20,574;3,734;21,212;2,011;9,558
10.03.23;20:00;14,881;18,703;22,104;33,367;18,897;18,447;5,558;17,492;1,316;7,959
10.03.23;21:00;18,345;17,844;29,954;25,172;17,29;16,718;4,734;9,915;1,681;6,658
10.03.23;22:00;23,301;12,336;21,945;23,296;22,946;11,249;4,689;11,138;2,593;6,621
10.03.23;23:00;;12,433;21,103;17,593;17,509;8,999;4,102;10,97;1,689;7,861
11.03.23;00:00;11,386;11,134;16,954;12,581;16,472;8,478;4,941;9,651;1,69;4,483
11.03.23;01:00;9,022;;9,468;13,007;17,107;;3,86;8,878;1,552;
11.03.23;02:00;8,914;5,661;9,208;13,101;15,079;6,198;2,818;8,942;1,008;5,465
11.03.23;03:00;9,609;5,307;7,707;14,038;20,368;5,146;3,502;10,233;1,009;5,705
11.03.23;04:00;7,962;6,224;9,581;12,014;17,541;6,488;2,854;7,052;;7,873
11.03.23;05:00;9,308;6,233;12,66;12,741;16,662;5,923;;;1,266;12,13
11.03.23;06:00;10,016;6,125;15,373;16,681;24,034;6,652;2,292;7,023;1,391;11,581
11.03.23;07:00;12,296;11,504;25,48;31,678;31,829;6,793;2,157;9,667;1,375;17,934
11.03.23;08:00;16,883;9,976;18,639;41,898;43,339;5,505;2,565;9,813;1,315;24,077
11.03.23;09:00;16,609;15,936;23,496;49,728;45,817;7,215;5,509;12,667;1,496;13,515
11.03.23;10:00;22,64;12,296;24,849;39,81;47,049;7,907;6,988;13,24;0,854;9,125
11.03.23;11:00;21,947;18,356;21,788;39,825;43,669;6,782;5,225;11,447;0,956;8,425
11.03.23;12:00;20,443;14,281;25,715;31,633;36,822;5,821;3,593;11,283;0,923;8,248
11.03.23;13:00;22,722;12,135;30,679;31,96;36,939;6,114;3,535;8,316;1,288;5,114
11.03.23;14:00;20,909;10,518;34,734;36,879;34,419;5,598;2,607;6,498;1,745;3,851
11.03.23;15:00;23,056;15,19;37,503;30,082;38,285;4,883;2,563;5,911;2,286;4,482
11.03.23;16:00;23,526;9,825;24,767;29,784;29,713;4,944;3,047;6,136;1,903;5,068
11.03.23;17:00;19,357;12,002;32,435;33,219;31,227;4,079;2,837;5,278;1,67;4,21
11.03.23;18:00;22,39;17,97;41,558;44,795;38,71;8,119;3,802;6,652;3,009;5,831
11.03.23;19:00;31,595;50,762;57,178;66,213;39,472;9,14;3,851;12,969;4,34;6,144
11.03.23;20:00;30,706;60,929;73,647;70,217;57,141;11,358;4,851;17,869;3,61;8,251
11.03.23;21:00;30,936;52,303;65,176;70,093;52,747;15,134;4,69;16,16;2,54;9,945
11.03.23;22:00;34,444;52,839;49,662;69,798;49,234;10,067;5,413;15,9;2,002;9,899
11.03.23;23:00;33,231;45,237;;;;9,646;3,658;15,724;2,861;8,489
12.03.23;00:00;;33,254;65,355;63,875;47,586;10,61;5,183;27,054;4,302;9,856
12.03.23;01:00;19,492;30,365;59,582;57,97;42,521;11,662;6,304;19,069;3,648;11,991
12.03.23;02:00;16,573;;33,528;59,531;42,153;;7,424;35,628;3,438;
12.03.23;03:00;14,818;20,687;26,77;47,904;41,4;15,65;6,685;42,292;3,433;18,103
12.03.23;04:00;16,801;18,678;31,552;40,914;40,986;10,807;7,652;30,529;5,028;20,525
12.03.23;05:00;23,059;15,818;40,742;42,581;38,142;15,171;7,615;23,142;;9,614
12.03.23;06:00;27,605;11,681;53,166;39,646;41,818;24,465;9,793;18,053;6,207;10,198
12.03.23;07:00;30,529;19,013;27,799;34,683;36,021;25,408;11,546;17,529;6,57;10,967
12.03.23;08:00;23,874;16,89;21,791;23,931;35,52;19,041;13,145;12,651;7,141;17,063
12.03.23;09:00;20,117;18,151;17,422;18,653;34,288;14,371;13,084;11,058;9,507;18,187
12.03.23;10:00;21,691;15,535;17,822;27,038;34,433;11,619;12,859;11,127;13,3;17,497
12.03.23;11:00;20,175;18,098;20,479;28,624;28,798;10,219;12,562;9,475;12,668;15,042
12.03.23;12:00;24,198;17,926;21,9;24,645;28,489;11,146;12,066;9,154;9,574;13,19
12.03.23;13:00;23,954;21,032;18,032;33,218;28,468;8,959;9,749;10,543;10,133;17,059
12.03.23;14:00;31,527;24,268;20,358;27,236;33,107;9,663;10,303;11,013;11,895;17,503
12.03.23;15:00;31,807;29,532;20,17;32,474;28,483;9,004;10,573;14,039;11,702;17,298
12.03.23;16:00;32,165;29,512;20,261;30,491;35,176;10,961;11,129;15,693;11,548;20,664
12.03.23;17:00;26,74;38,156;30,365;31,472;34,842;13,973;11,627;13,524;8,658;11,279
12.03.23;18:00;26,565;37,066;32,705;33,523;35,125;15,49;11,503;12,267;4,199;6,467
12.03.23;19:00;22,774;31,19;46,05;37,478;31,697;16,283;7,158;10,58;6;9,199
12.03.23;20:00;28,718;32,945;41,099;34,387;31,166;12,266;5,766;9,888;4,277;15,544
12.03.23;21:00;25,552;26,849;31,375;34,844;28,719;9,422;5,91;9,95;4,835;15,289
12.03.23;22:00;21,474;21,257;33,434;24,683;33,728;9,069;6,322;9,539;9,107;14,91
12.03.23;23:00;17,712;17,003;28,59;17,762;24,495;11,158;;;9,517;13,199
13.03.23;00:00;16,252;11,54;;;;9,511;6,134;6,664;8,075;11,038
13.03.23;01:00;;10,329;13,772;12,477;18,696;7,85;5,24;10,539;5,833;10,393
13.03.23;02:00;20,861;8,926;10,078;9,973;16,632;7,902;4,175;9,661;5,368;15,025
13.03.23;03:00;14,889;;10,718;11,396;15,04;;4,189;8,907;4,259;
13.03.23;04:00;15,973;7,37;10,787;11,641;14,112;6,487;4,922;7,751;4,671;11,041
13.03.23;05:00;14,561;7,401;9,874;8,32;12,046;6,135;5,062;5,601;3,877;8,221
13.03.23;06:00;18,748;9,668;17,288;12,258;14,477;8,428;5,428;5,756;3,373;10,11
13.03.23;07:00;25,908;23,016;23,915;17,987;18,127;8,194;5,187;8,124;3,748;14,34
13.03.23;08:00;37,563;25,724;23,225;29,241;18,334;7,976;5,417;10,209;3,714;10,662
13.03.23;09:00;33,39;14,316;33,265;24,37;23,865;10,147;4,893;10,028;4,028;7,404
13.03.23;10:00;22,937;13,397;26,053;24,253;20,989;6,267;4,238;10,573;3,379;6,784
13.03.23;11:00;22,92;14,75;17,712;21,532;18,227;5,724;4,08;8,735;2,266;5,291
13.03.23;12:00;19,368;11,031;24,99;18,2;18,163;5,701;3,561;6,724;2,136;4,69
13.03.23;13:00;18,643;12,566;20,822;17,296;16,74;5,432;3,584;5,821;3,433;5,354
13.03.23;14:00;17,189;9,76;20,701;18,072;16,593;5,666;3,687;6,111;2,257;5,946
13.03.23;15:00;16,3;8,561;27,399;21,691;14,331;4,394;3,732;6,347;1,94;6,218
13.03.23;16:00;16,896;11,789;24,316;27,017;17,602;4,567;3,4;5,445;1,953;5,285
13.03.23;17:00;25,668;14,638;25,222;21,504;16,839;5,361;3,865;6,337;1,884;4,574
13.03.23;18:00;24,31;20,05;27,717;22,98;20,014;6,35;3,57;7,607;2,426;5,015
13.03.23;19:00;18,385;27,541;27,99;28,51;27,545;7,034;3,729;8,13;2,183;4,944
13.03.23;20:00;28,997;24,169;22,341;24,867;26,407;6,973;4,254;10,951;2,215;4,798
13.03.23;21:00;15,042;18,098;16,809;21,634;29,737;7,257;3,959;12,461;1,665;4,48
13.03.23;22:00;12,831;21,696;22,135;20,281;31,38;10,523;3,913;11,426;3,64;6,435
13.03.23;23:00;12,37;27,036;18,966;21,452;21,218;13,523;4,332;10,179;;19,076
14.03.23;00:00;10,685;15,123;18,968;15,353;16,727;10,754;;;6,538;23,195
14.03.23;01:00;19,318;10,318;;;;6,481;4,372;10,138;4,163;13,615
14.03.23;02:00;;7,671;8,944;8,963;12,968;5,105;4,764;9,116;5,112;11,319
14.03.23;03:00;13,942;7,254;8,22;9,108;12,429;5,412;4,976;7,53;5,794;10,367
14.03.23;04:00;12,911;;5,828;7,963;8,963;;4,971;7,065;6,835;
14.03.23;05:00;13,898;6,49;6,349;8,025;7,314;4,484;4,919;6,568;3,468;11,428
14.03.23;06:00;15,741;9,601;13,936;12,197;9,318;4,732;4,806;7,64;3,559;8,996
14.03.23;07:00;19,751;23,723;25,263;23,439;14,779;6,856;3,95;9,143;4,652;14,43
14.03.23;08:00;33,975;30,862;39,023;45,645;31,462;5,321;3,678;10,153;2,893;14,327
14.03.23;09:00;32,465;20,927;40,739;46,323;34,141;4,847;4,778;11,872;1,479;5,873
14.03.23;10:00;26,398;15,022;43,593;37,47;26,392;5,047;2,697;12,554;2,123;6,769
14.03.23;11:00;21,395;15,568;33,696;35,33;17,223;5,658;4,14;12,496;0,739;4,937
14.03.23;12:00;21,183;12,031;;28,297;20,201;5,791;2,83;7,83;;3,581
14.03.23;13:00;24;13,779;;31,625;14,855;6,428;2,072;8,6;;3,034
14.03.23;14:00;20,797;16,207;32,88;33,002;10,32;5,932;1,76;7,667;;3,149
14.03.23;15:00;24,206;18,261;33,826;28,356;8,572;8,389;1,606;6,126;;3,419
14.03.23;16:00;27,451;23,349;33,992;27,747;13,72;6,868;2,209;5,589;1,057;2,983
14.03.23;17:00;29,472;20,776;33,604;33,698;12,133;6,08;2,176;7,334;2,384;3,796
14.03.23;18:00;23,341;25,298;27,567;33,59;17,681;5,996;2,957;9,125;1,842;4,483
14.03.23;19:00;21,878;37,518;35,985;37,338;19,056;6,809;3,463;11,561;1,206;5,393
14.03.23;20:00;18,523;40,92;33,32;29,354;27,497;6,373;3,202;9,774;1,51;5,694
14.03.23;21:00;20,878;36,978;25,776;25;29,733;5,646;3,09;9,542;1,646;7,205
14.03.23;22:00;19,585;34,358;28,751;23,265;29,675;5,286;2,164;8,286;1,679;7,186
14.03.23;23:00;18,26;23,007;27,131;22,126;28,328;5,628;2,231;9,32;1,419;12,983
15.03.23;00:00;12,613;16,804;19,365;16,847;24,805;5,479;2,828;8,604;1,284;7,742
15.03.23;01:00;9,303;15,409;18,675;10,345;15,415;4,384;;;1,16;6,663
15.03.23;02:00;7,977;16,027;;;;4,733;4,531;12,241;1,894;6,912
15.03.23;03:00;;9,313;12,331;7,736;11,171;5,109;4,261;10,694;3,349;4,308
15.03.23;04:00;8,081;10,806;7,969;6,984;11,498;5,4;4,512;7,091;1,13;4,506
15.03.23;05:00;9,774;;13,19;9,794;11,558;;3,167;5,231;1,336;
15.03.23;06:00;18,604;23,539;29,217;20,009;18,709;5,543;4,475;5,282;1,061;4,164
15.03.23;07:00;24,921;36,967;45,924;39,795;39,854;6,737;7,4;7,367;1,463;18,344
15.03.23;08:00;37,459;40,451;52,906;61,315;55,341;7,804;8,55;9,832;2,064;12,776
15.03.23;09:00;37,595;48,342;42,468;47,581;56,256;8,094;8,305;10,352;4,642;13,541
15.03.23;10:00;21,842;31,25;49,055;32,061;49,319;6,939;5,064;8,429;;8,413
15.03.23;11:00;23,807;17,375;37,201;28,566;32,847;6,765;1,953;6,657;;5,186
15.03.23;12:00;24,821;19,806;40,98;27,497;34,97;4,207;3,968;4,818;;3,198
15.03.23;13:00;26,115;14,811;33,516;25,54;29,509;5,023;3,33;5,149;1,618;3,091
15.03.23;14:00;18,635;11,701;27,201;27,115;36,513;3,984;2,563;6,515;1,289;4,415
15.03.23;15:00;23,582;21,084;33,833;29,933;33,555;5,123;2,743;3,906;1,695;3,563
15.03.23;16:00;21,478;23,098;34,532;33,862;31,195;4,348;2,611;5,493;2,825;4,534
15.03.23;17:00;20,726;35,289;43,202;38,13;41,535;5,196;3,52;5,346;2,114;5,359
15.03.23;18:00;28,586;39,03;51,75;55,831;42,732;5,652;4,576;8,606;2,221;7,163
15.03.23;19:00;41,833;59,119;75,892;58,831;69,45;11,526;3,875;16,681;3,021;13,821
15.03.23;20:00;51,635;59,816;77,407;69,537;71,006;21,533;5,391;20,628;3,417;19,662
15.03.23;21:00;46,349;43,661;72,938;69,368;65,288;54,582;10,635;16,521;3,405;34,865
15.03.23;22:00;50,766;35,3;71,342;69,539;62,191;49,18;27,49;13,949;2,258;30,537
15.03.23;23:00;39,664;35,013;66,339;70,746;55,414;58,076;26,417;19,748;;29,061
16.03.23;00:00;30,433;24,157;47,295;65,307;47,824;46,126;23,398;16,723;7,923;29,527
16.03.23;01:00;22,865;19,052;33,378;57,803;36,693;25,171;15,61;19,303;11,634;17,78
16.03.23;02:00;26,414;17,047;23,974;52,876;30,87;27,885;;;9,951;12,188
16.03.23;03:00;19,185;15,669;;;;27,198;13,333;18,565;8,521;14,555
16.03.23;04:00;;19,56;21,339;19,446;25,948;19,546;9,837;14,876;10,065;13,177
16.03.23;05:00;22,115;18,752;24,422;16,64;25,016;18,529;13,058;11,913;10,648;13,643
16.03.23;06:00;46,472;34,333;47,449;19,073;33,966;26,887;15,523;10,443;10,876;20,086
16.03.23;07:00;48,611;58,92;47,485;40,239;35,034;28,229;16,161;13,069;11,039;20,198
16.03.23;08:00;50,393;65,601;38,897;49,138;49,783;22,95;15,613;15,664;11,234;24,499
16.03.23;09:00;43,931;46,679;35,639;40,766;47,957;16,756;14,197;14,745;10,49;25,837
16.03.23;10:00;27,366;33,193;26,953;38,114;41,467;12,44;11,489;12,342;10,183;19,813
16.03.23;11:00;26,684;21,888;18,539;32,444;31,959;8,203;10,1;11,321;9,805;18,462
16.03.23;12:00;21,117;19,867;17,355;32,722;33,568;7,245;9,167;9,376;8,927;17,087
16.03.23;13:00;19,981;17,734;20,072;33,614;35,393;8,343;8,874;9,088;8,596;17,754
16.03.23;14:00;23,302;21,378;20,745;38,231;29,638;8,115;6,509;7,392;9,105;18,794
16.03.23;15:00;23,365;23,142;23,732;30,472;34,269;8,316;7,36;6,158;7,376;12,885
16.03.23;16:00;26,397;33,577;22,907;33,978;41,715;9,036;8,697;7,418;5,494;15,577
16.03.23;17:00;31,085;32,782;25,882;32,285;38,403;8,857;8,321;8,088;5,473;9,654
16.03.23;18:00;30,429;29,398;30,23;36,545;35,691;10,459;7,793;8,91;5,732;10,312
16.03.23;19:00;26,643;33,515;27,139;42,678;40,642;9,659;11,118;9,901;6,598;14,102
16.03.23;20:00;20,537;31,296;24,75;33,859;39,825;9,583;10,515;10,178;6,788;11,137
16.03.23;21:00;21,585;24,191;19,506;27,763;36,646;8,888;8,023;9,885;6,524;8,944
16.03.23;22:00;15,375;17,206;16,53;27,457;28,461;8,825;7,808;10,704;6,51;8,147
16.03.23;23:00;14,688;;14,638;19,656;29,121;;7,765;9,531;7,25;
17.03.23;00:00;12,506;16,392;11,014;14,634;26,602;8,819;7,324;9,028;;11,404
17.03.23;01:00;9,613;11,464;11,574;17,501;22,428;8,369;8,388;7,845;8,144;13,409
17.03.23;02:00;7,719;12,373;8,57;19,013;23,873;6,792;8,131;6,68;8,657;15,616
17.03.23;03:00;9,57;7,421;9,787;14,386;19,396;8,357;;;9,325;15,289
17.03.23;04:00;10,269;8,15;;;;8,759;8,619;7,185;9,578;14,438
17.03.23;05:00;;17,13;11,455;20,685;22,615;8,959;9,299;7,725;9,045;13,153
17.03.23;06:00;26,062;27,839;21,44;36,432;33,458;12,696;9,498;8,794;9,056;14,256
17.03.23;07:00;49,927;61,481;34,191;57,817;39,49;16,04;11,838;11,915;9,128;19,336
17.03.23;08:00;50,042;66,404;28,674;75,272;49,089;14,609;14,434;24,693;10,924;24,621
17.03.23;09:00;35,949;43,938;29,182;56,741;51,275;11,633;15,083;13,796;11,742;26,06
17.03.23;10:00;27,465;30,773;26,487;48,564;46,513;10,924;15,387;12,493;11,528;18,017
17.03.23;11:00;27,375;29,072;24,296;53,76;43,975;11,639;11,883;13,422;11,744;19,995
17.03.23;12:00;23,14;24,092;24,129;49,578;37,979;10,208;9,835;13,72;10,102;18,177
17.03.23;13:00;33,389;25,035;28,216;42,892;40,775;10,043;9,362;12,926;10,488;16,129
17.03.23;14:00;46,614;34,106;28,369;48,544;40,098;10,921;9,01;10,543;10,955;17,187
17.03.23;15:00;39,236;41,098;38,519;53,618;39,956;11,713;9,459;11,372;15,879;24,168
17.03.23;16:00;34,349;39,279;33,16;51,023;49,89;13,555;9,453;11,246;13,737;28,62
17.03.23;17:00;39,155;37,369;38,466;54,751;60,251;14,898;12,469;11,809;12,375;31,884
17.03.23;18:00;41,698;41,775;33,076;70,491;65,78;14,851;15,375;14,346;13,78;28,955
17.03.23;19:00;57,891;52,584;36,871;59,456;67,934;14,673;19,276;18,393;14,731;36,007
17.03.23;20:00;62,561;57,194;42,527;65,091;73,356;15,053;21,478;20,143;19,443;34,399
17.03.23;21:00;38,537;52,192;44,035;44,81;72,752;19,287;21,344;18,847;19,68;40,5
17.03.23;22:00;38,52;54,388;42,783;38,355;67,456;15,631;18,535;18,629;22,182;47,934
17.03.23;23:00;55,801;38,296;62,891;42,701;58,243;24,789;18,588;12,825;19,138;51,987
18.03.23;00:00;43,917;;35,92;38,695;50,237;;20,25;12,158;19,107;
18.03.23;01:00;57,856;46,854;24,705;28,635;44,102;11,808;19,6;12,373;;31,584
18.03.23;02:00;49,362;30,23;40,716;24,777;34,149;14,059;16,435;11,973;18,527;31,855
18.03.23;03:00;21,486;24,554;46,659;21,162;35,641;11,293;14,73;11,773;24,214;26,54
18.03.23;04:00;22,924;27,34;32,311;18,019;32,565;7,368;;;23,218;24,999
18.03.23;05:00;15,994;22,903;;;;9,96;11,103;9,428;18,161;27,798
18.03.23;06:00;19,209;15,862;18,697;23,152;29,047;9,261;11,428;11,164;17,505;36,218
18.03.23;07:00;34,902;18,401;26,425;27,078;33,51;11,056;11,821;10,912;16,401;41,77
18.03.23;08:00;44,487;27,822;31,77;26,991;31,565;13,846;10,843;11,277;15,312;29,119
18.03.23;09:00;35,541;27,887;22,867;37,209;32,646;9,301;8,677;13,14;13,992;23,059
18.03.23;10:00;26,294;15,059;20,326;33,493;37,074;9,527;6,925;13,469;10,243;15,206
18.03.23;11:00;25,3;13,04;18,455;34,708;30,143;7,618;5,411;12,412;8,909;27,055
18.03.23;12:00;22,826;10,5;23,37;38,434;33,272;5,17;4,938;11,47;10,612;19,053
18.03.23;13:00;23,469;10,578;31,11;40,715;34,39;4,999;5,817;9,7;8,615;14,106
18.03.23;14:00;20,981;14,09;37,042;35,844;39,993;4,824;4,677;8,511;8,392;14,429
18.03.23;15:00;25,402;11,668;46,212;39,813;41,128;4,439;5,975;7,482;7,354;11,576
18.03.23;16:00;21,531;12,005;40,15;31,898;37,429;4,991;9,684;6,931;6,396;8,982
18.03.23;17:00;27,225;27,457;44,337;38,771;39,979;5,617;16,947;7,319;8,014;20,648
18.03.23;18:00;36,181;37,438;68,089;64,718;51,001;8,901;22,316;11,31;9,655;13,857
18.03.23;19:00;63,452;68,327;95,573;48,158;69,183;11,318;9,593;11,612;9,584;13,027
18.03.23;20:00;76,59;66,419;104,382;39,339;58,096;25,227;5,824;17,408;17,22;9,609
18.03.23;21:00;60,81;61,981;76,692;55,302;46,082;49,417;13,966;22,966;6,31;6,363
18.03.23;22:00;43,475;41,26;35,627;42,64;52,417;16,18;6,134;17,38;9,592;7,026
18.03.23;23:00;;39,882;37,753;37,989;52,543;17,849;10,363;24,088;9,457;7,041
19.03.23;00:00;42,427;36,889;46,398;43,024;52,403;29,236;11,24;26,773;4,895;7,189
19.03.23;01:00;36,94;;47,839;46,564;53,785;;12,44;24,57;4,208;
19.03.23;02:00;15,995;19,101;40,623;42,34;45,92;24,352;11,801;18,122;;8,672
19.03.23;03:00;14,967;23,067;37,12;39,872;36,194;24,886;9,948;17,964;6,37;10,231
19.03.23;04:00;13,413;21,002;18,04;36,996;38,635;16,881;10,213;18,338;6,696;11,081
19.03.23;05:00;10,606;25,682;15,143;29,519;37,347;12,987;;;7,147;11,191
19.03.23;06:00;13,675;25,342;18,795;39,357;33,081;14,345;11,117;15,761;7,02;12,491
19.03.23;07:00;15,652;22,729;30,948;38,071;32,303;15,64;10,624;27,147;6,951;14,067
19.03.23;08:00;20,883;24,573;29,142;27,554;28,024;18,853;10,543;22,235;7,848;12,72
19.03.23;09:00;21,357;28,605;20,505;30,084;27,455;11,324;10,027;15,925;6,453;12,583
19.03.23;10:00;26,813;27,502;20,42;28,013;27,563;10,294;8,273;14,174;5,562;7,358
19.03.23;11:00;31,208;25,454;19,759;28,339;23,59;7,775;7,128;13,903;4,762;10,479
19.03.23;12:00;25,399;20,363;20,68;30,819;26,249;5,595;5,276;12,305;5,149;9,88
19.03.23;13:00;24,334;19,047;23,728;26,939;23,559;5,731;4,025;10,168;4,083;5,101
19.03.23;14:00;33,169;14,233;20,024;26,54;21,658;4,856;3,023;8,198;4,021;4,14
19.03.23;15:00;17,825;10,917;30,958;32,705;20,444;7,139;2,849;8,17;4,806;6,181
19.03.23;16:00;22,015;33,373;23,21;31,134;23,293;8;3,568;7,469;7,139;6,665
19.03.23;17:00;42,641;18,843;33,343;31,146;34,916;7,111;5,081;5,89;7,389;7,02
19.03.23;18:00;48,106;22,976;36,701;38,203;34,215;9,025;6,624;8,16;7,916;9,133
19.03.23;19:00;61,045;36,661;52,651;55,043;37,051;11,02;7,486;11,241;11,437;9,21
19.03.23;20:00;29,128;51,608;59,529;61,108;25,508;18,065;6,588;19,506;14,928;9,771
19.03.23;21:00;42,248;50,167;53,937;32,194;18,896;18,635;6,996;14,174;5,544;8,939
19.03.23;22:00;52,61;47,393;47,14;17,722;23,174;14,589;7,837;12,431;5,496;7,317
19.03.23;23:00;37,687;15,347;;;;16,65;7,035;12,186;4,484;4,004
20.03.23;00:00;;22,949;27,824;35,843;18,661;14,343;4,598;10,7;3,394;3,636
20.03.23;01:00;21,594;19,172;19,755;25,356;13,569;10,943;3,493;15,1;2,988;3,484
20.03.23;02:00;15,64;;10,446;27,038;9,884;;3,351;14,266;2,721;
20.03.23;03:00;11,136;11,822;8,135;17,644;8,844;6,892;3,771;14,099;;3,686
20.03.23;04:00;11,127;11,75;9,475;15,109;9,689;5,925;4,613;11,683;1,982;7,292
20.03.23;05:00;11,905;22,135;19,788;13,834;10,064;5,325;3,356;11,689;2,843;6,225
20.03.23;06:00;20,191;11,983;43,413;21,252;15,855;10,342;3,249;10,171;5,189;9,158
20.03.23;07:00;35,379;49,374;56,16;31,837;22,08;10,148;4,134;12,521;5,508;12,865
20.03.23;08:00;53,95;56,529;52,701;47,984;36,715;11,859;4,933;11,612;5,7;22,712
20.03.23;09:00;45,23;49,235;49,412;35,608;33,283;8,345;5,846;10,355;9,112;17,29
20.03.23;10:00;33,467;31,446;42,955;31,421;33,875;9,099;6,347;8,902;10,76;20,199
20.03.23;11:00;23,424;30,892;41,125;33,374;33,357;8,631;6,774;8,741;12,691;25,097
20.03.23;12:00;24,978;28,049;38,15;;32,771;7,534;7,021;8,418;15,72;14,983
20.03.23;13:00;26,455;21,102;39,934;26,387;35,798;6,776;6,599;6,912;12,746;13,582
20.03.23;14:00;23,725;21,14;42,875;33,258;35,717;8,059;7,322;8,655;14,405;15,253
20.03.23;15:00;27,545;22,595;40,514;;32,081;9,042;8,777;10,427;7,635;17,261
20.03.23;16:00;26,87;35,671;44,975;33,974;37,084;10,408;8,561;10,502;10,244;20,068
20.03.23;17:00;27,917;22,729;48,398;45,911;40,131;9,18;9,592;9,276;12,528;18,294
20.03.23;18:00;29,148;33,106;47,25;41,116;36,712;11,566;10,2;15,062;12,978;35,315
20.03.23;19:00;34,443;25,7;47,276;40,932;35,12;13,738;8,533;17,021;13,565;17,908
20.03.23;20:00;31,091;23,874;38,289;36,411;33,83;13,003;8,211;17,34;13,675;24,488
20.03.23;21:00;25,451;18,389;32,052;29,808;32,131;10,491;7,672;16,984;12,881;14,32
20.03.23;22:00;19,17;13,663;31,33;25,516;27,789;11,279;7,881;16,388;7,845;17,771
20.03.23;23:00;13,06;9,048;29,685;21,731;23,1;11,3;;;6,869;18,006
21.03.23;00:00;12,434;12,573;;;;10,953;8,999;14,391;7,114;20,151
21.03.23;01:00;;11,165;15,869;18,342;17,559;14,915;9,114;14,395;7,132;14,915
21.03.23;02:00;10,453;10,554;18,58;15,442;15,196;12,501;10,123;12,909;6,202;12,881
21.03.23;03:00;10,229;;22,082;15,844;15,186;;8,108;13,131;9,088;
21.03.23;04:00;12,101;9,464;18,48;17,813;16,152;9,381;7,472;13,485;;9,963
21.03.23;05:00;13,104;11,512;17,441;21,359;16,75;10,071;7,271;11,632;5,849;8,867
21.03.23;06:00;20,209;20,438;26,906;25,73;20,257;12,982;7,312;12,045;6,551;8,516
21.03.23;07:00;30,213;41,129;42,021;39,893;24,317;16,741;7,699;14,426;6,459;13,103
21.03.23;08:00;46,624;53,484;42,626;52,727;35,563;19,87;7,591;14,88;5,104;20,814
21.03.23;09:00;46,245;40,638;38,859;44,939;41,58;15,687;7,02;15,34;5,427;14,847
21.03.23;10:00;36,037;36,651;32,608;45,898;47,468;12,718;6,622;15,346;6,997;11,273
21.03.23;11:00;27,789;22,257;32,593;41,988;37,922;13,484;6,326;15,449;6,497;29,9
21.03.23;12:00;29,262;18,847;42,044;43,967;38,947;11,382;6,573;15,506;7,51;16,802
21.03.23;13:00;27,625;13,046;52,207;45,051;34,239;12,158;6,327;16,709;6,899;20,852
21.03.23;14:00;33,009;17,147;46,786;47,75;36,61;14,105;6,654;17,225;7,19;27,737
21.03.23;15:00;38,944;16,905;50,024;45,808;39,781;17,275;6,663;16,048;7,126;23,243
21.03.23;16:00;48,238;35,633;49,208;46,196;37,473;15,648;8,147;11,615;7,82;12,386
21.03.23;17:00;50,112;31,839;47,162;45,32;38,888;14,409;9,816;10,304;8,414;11,658
21.03.23;18:00;46,56;40,576;44,318;38,845;40,576;14,588;11,237;10,428;9,634;23,171
21.03.23;19:00;42,246;37,002;32,13;40,002;44,983;14,701;14,536;12,002;12,128;26,323
21.03.23;20:00;39,404;38,712;27,573;43,577;41,922;10,346;15,372;13,618;12,426;15,322
21.03.23;21:00;28,684;23,924;19,673;35,923;32,542;10,856;10,658;13,356;9,884;17,167
21.03.23;22:00;22,709;24,568;19,579;34,121;35,043;10,182;8,919;13,585;7,676;12,469
21.03.23;23:00;25,153;26,594;23,737;32,149;30,365;9,078;8,591;12,99;7,648;21,937
22.03.23;00:00;23,31;18,318;10,28;21,728;23,797;8,609;;;6,932;18,064
22.03.23;01:00;20,995;15,193;;;;9,686;8,167;13,61;6,125;15,981
22.03.23;02:00;;11,019;10,082;16,623;18;9,506;6,476;13,371;6,225;7,782
22.03.23;03:00;25,029;9,447;14,19;16,198;17,966;11,633;5,494;13,947;6,589;8,607
22.03.23;04:00;22,752;;10,868;15,457;14,007;;5,181;13,789;5,344;
22.03.23;05:00;19,184;9,588;18,669;21,8;13,274;12,093;4,977;12,713;;8,353
22.03.23;06:00;26,869;20,556;38,281;25,614;17,198;16,986;4,908;12,395;4,599;11,974
22.03.23;07:00;31,851;36,471;47,14;35,385;26,432;17,112;5,935;11,785;4,906;15,633
22.03.23;08:00;38,571;49,137;34,188;39,154;30,29;13,371;8,388;11,027;5,552;16,95
22.03.23;09:00;28,138;34,239;29,163;30,681;36,466;11,425;8,2;10,526;7,061;13,872
